"","Road","roadID","Chainage.start","Chainage.end","width","nrLanes"
"6327","Z3042",1796,0,2.05,3.68,1
"6328","Z3042",1796,2.05,4.604,3.7,1
"6329","Z3601",1279,0,0.3,5.6,2
"6330","Z3601",1279,0.3,1.3,3.6,1
"6331","Z3601",1279,1.3,2.3,3.62,1
"6332","Z3601",1279,2.3,2.9,3.6,1
"6333","Z3601",1279,2.9,4.6,3.62,1
"6334","Z3601",1279,4.6,5.1,3.62,1
"6335","Z3601",1279,5.1,6.85,3.61,1
"6336","Z3601",1279,6.85,8.13,3.62,1
"6337","Z3601",1279,8.13,9.2,4.92,1.5
"6338","Z3601",1279,9.2,10.8,4.94,1.5
"6339","Z3601",1279,10.8,11.6,4.88,1.5
"6340","Z3601",1279,11.6,13.2,4.89,1.5
"6341","Z3601",1279,13.2,14.7,4.9,1.5
"6342","Z3601",1279,14.7,15.9,3.62,1
"6343","Z3601",1279,15.9,17.615,3.6,1
"6344","Z3601",1279,20.72,24.582,5.5,2
"6345","Z3601",1279,24.582,29.459,5.5,2
"6346","Z3601",1279,30.142,31.72,5.5,2
"6347","Z3601",1279,32.181,32.95,5.5,2
"6348","Z3601",1279,32.95,35.932,5.5,2
"6349","Z3601",1279,36.08,37.108,5.5,2
"6350","Z3602",1317,0,0.03,5.3,1.5
"6351","Z3602",1317,0.03,1.4,3.8,1
"6352","Z3602",1317,1.4,2.9,5.77,2
"6353","Z3602",1317,2.9,3.8,3.79,1
"6354","Z3602",1317,3.8,5.4,3.7,1
"6355","Z3602",1317,5.4,6.9,3.78,1
"6356","Z3602",1317,6.9,8.4,3.78,1
"6357","Z3602",1317,8.4,9.9,3.8,1
"6358","Z3602",1317,9.9,11.5,3.78,1
"6359","Z3602",1317,11.5,12.9,3.8,1
"6360","Z3602",1317,12.9,14.2,3.78,1
"6361","Z3602",1317,14.2,15.9,3.78,1
"6362","Z3602",1317,15.9,16.2,6,2
"6363","Z3602",1317,16.2,16.5,3.8,1
"6364","Z3602",1317,16.5,16.64,4.7,1.5
"6365","Z3602",1317,16.64,17.5,3.8,1
"6366","Z3602",1317,17.5,17.6,4.72,1.5
"6367","Z3602",1317,17.6,19.3,3.78,1
"6368","Z3602",1317,19.3,20.2,3.78,1
"6369","Z3602",1317,20.2,21.62,3.78,1
"6370","Z3602",1317,21.62,21.74,4.7,1.5
"6371","Z3602",1317,21.74,23.2,3.62,1
"6372","Z3602",1317,23.2,24.6,3.63,1
"6373","Z3602",1317,24.6,26.3,3.58,1
"6374","Z3602",1317,26.3,27,3.56,1
"6375","Z3602",1317,27,27.256,3.3,1
"6376","Z3603",1492,0,0.04,6.3,2
"6377","Z3603",1492,0.04,1.2,5.6,2
"6378","Z3603",1492,1.2,2.8,5.59,2
"6379","Z3603",1492,2.8,4.4,5.61,2
"6380","Z3603",1492,4.4,5.6,5.6,2
"6381","Z3603",1492,5.6,7.4,5.59,2
"6382","Z3603",1492,7.4,9,5.61,2
"6383","Z3603",1492,9,10.6,5.6,2
"6384","Z3603",1492,10.6,12.4,5.6,2
"6385","Z3603",1492,12.4,13.8,5.61,2
"6386","Z3603",1492,13.8,15.6,5.55,2
"6387","Z3603",1492,15.6,16.2,5.48,1.5
"6388","Z3603",1492,16.2,17.4,5.47,1.5
"6389","Z3603",1492,17.4,19.796,5.45,1.5
"6390","Z3603",1492,25.5,25.55,6,2
"6391","Z3603",1492,26.36,30.03,5.5,2
"6392","Z3603",1492,30.122,32.2,5.5,2
"6393","Z3603",1492,32.2,33.875,5.5,2
"6394","Z3604",1308,0,0.56,3.67,1
"6395","Z3604",1308,0.56,2.5,5.56,2
"6396","Z3604",1308,2.5,4.48,5.58,2
"6397","Z3604",1308,4.48,6.1,5.5,2
"6398","Z3604",1308,6.1,7.9,5.52,2
"6399","Z3604",1308,7.9,9.2,5.5,2
"6400","Z3604",1308,9.2,10.7,5.5,2
"6401","Z3604",1308,10.7,12.1,5.52,2
"6402","Z3604",1308,12.1,13.4,5.61,2
"6403","Z3604",1308,13.4,15.68,5.6,2
"6404","Z3604",1308,15.68,17.111,5.51,2
"6405","Z3605",1660,0,1.265,3.62,1
"6406","Z3605",1660,1.265,2.24,3.2,1
"6407","Z3605",1660,2.24,2.78,3.3,1
"6408","Z3605",1660,2.78,5.6,3.54,1
"6409","Z3605",1660,5.6,8.8,3.54,1
"6410","Z3605",1660,8.8,11.65,3.56,1
"6411","Z3605",1660,11.65,14.278,3.7,1
"6412","Z3607",914,0,0.92,5.56,2
"6413","Z3607",914,0.92,1.14,7.7,2
"6414","Z3607",914,1.14,2.4,5.52,2
"6415","Z3607",914,2.4,3.6,5.53,2
"6416","Z3607",914,3.6,4.8,5.55,2
"6417","Z3607",914,4.8,5.9,5.54,2
"6418","Z3607",914,5.9,7.3,5.5,2
"6419","Z3607",914,7.3,9.07,5.52,2
"6420","Z3607",914,9.07,9.25,7.6,2
"6421","Z3607",914,9.25,10.4,5.52,2
"6422","Z3607",914,10.4,11.9,5.51,2
"6423","Z3607",914,11.9,13.1,5.53,2
"6424","Z3607",914,13.1,14.7,5.52,2
"6425","Z3607",914,14.7,16.324,5.3,1.5
"6426","Z3608",1348,0,5.118,5.2,1.5
"6427","Z3608",1348,5.118,8.132,4.2,1.5
"6428","Z3608",1348,8.132,21.114,3.9,1
"6429","Z3609",959,0,0.4,5.9,2
"6430","Z3609",959,0.4,2.5,3.64,1
"6431","Z3609",959,2.5,4,3.61,1
"6432","Z3615",955,0,1.5,3.6,1
"6433","Z3615",955,1.5,3.9,3.6,1
"6434","Z3615",955,3.9,6.8,3.71,1
"6435","Z3615",955,6.8,9.8,3.7,1
"6436","Z3615",955,9.8,12.5,3.65,1
"6437","Z3615",955,12.5,15.4,3.6,1
"6438","Z3615",955,15.4,18.7,3.6,1
"6439","Z3615",955,18.7,21.743,3.6,1
"6440","Z3616",1599,0,2.01,3.66,1
"6441","Z3616",1599,2.01,4.91,3.7,1
"6442","Z3616",1599,4.91,10.71,5.52,2
"6443","Z3616",1599,10.71,14.61,5.53,2
"6444","Z3616",1599,14.61,15.41,5.55,2
"6445","Z3617",1661,0,2.6,5.5,2
"6446","Z3617",1661,2.6,5.5,5.5,2
"6447","Z3617",1661,5.5,8.8,5.5,2
"6448","Z3617",1661,8.8,10.4,5.5,2
"6449","Z3617",1661,10.4,12.004,5.46,1.5
"6450","Z3623",1662,0,1.2,5.5,2
"6451","Z3623",1662,1.2,3.63,5.5,2
"6452","Z3623",1662,3.63,4.366,5.5,2
"6453","Z3623",1662,5.112,9.4,5.5,2
"6454","Z3623",1662,9.4,11.37,5.5,2
"6455","Z3701",913,0,1.26,6.6,2
"6456","Z3701",913,1.26,2.7,5.55,2
"6457","Z3701",913,2.7,3.2,5.5,2
"6458","Z3701",913,3.2,5.4,5.52,2
"6459","Z3701",913,5.4,7.9,5.5,2
"6460","Z3701",913,7.9,10.25,5.58,2
"6461","Z3701",913,10.25,12.24,5.58,2
"6462","Z3701",913,12.24,15.75,5.59,2
"6463","Z3701",913,15.75,17.24,5.7,2
"6464","Z3701",913,17.24,20.1,5.6,2
"6465","Z3701",913,20.1,22.4,5.55,2
"6466","Z3701",913,22.4,24.1,5.54,2
"6467","Z3701",913,24.1,26.2,5.5,2
"6468","Z3701",913,26.2,28.1,5.52,2
"6469","Z3701",913,28.1,30.2,5.52,2
"6470","Z3701",913,30.2,31.3,4.3,1.5
"6471","Z3701",913,31.3,34.54,3.1,1
"6472","Z3701",913,34.913,35.814,2.45,1
"6473","Z3701",913,35.913,44.213,2.45,1
"6474","Z3701",913,44.613,50.963,2.45,1
"6475","Z3701",913,51.293,54.995,2.45,1
"6476","Z3703",1316,0,0.06,7.4,2
"6477","Z3703",1316,0.06,1.2,3.68,1
"6478","Z3703",1316,1.2,2.8,3.67,1
"6479","Z3703",1316,2.8,3.9,3.69,1
"6480","Z3703",1316,3.9,4.78,3.65,1
"6481","Z3703",1316,4.78,5.58,5.6,2
"6482","Z3703",1316,5.58,7.4,3.7,1
"6483","Z3703",1316,7.4,9.5,3.68,1
"6484","Z3703",1316,9.5,11.4,3.7,1
"6485","Z3703",1316,11.4,13.8,3.69,1
"6486","Z3703",1316,13.8,15.25,3.7,1
"6487","Z3703",1316,15.25,16.5,3.69,1
"6488","Z3703",1316,16.5,19.9,4,1.5
"6489","Z3703",1316,19.9,20.2,5.5,2
"6490","Z3703",1316,20.2,20.7,6.6,2
"6491","Z3703",1316,20.7,21.051,5.9,2
"6492","Z3704",971,0,1.1,5.7,2
"6493","Z3704",971,1.1,1.74,5.7,2
"6494","Z3704",971,1.74,1.82,9,3
"6495","Z3704",971,1.82,2.58,5.4,1.5
"6496","Z3704",971,2.58,4.5,6.58,2
"6497","Z3704",971,4.5,6.58,6.5,2
"6498","Z3704",971,6.58,7.78,7.7,2
"6499","Z3704",971,7.78,8.81,5.5,2
"6500","Z3704",971,8.81,10.98,5.5,2
"6501","Z3704",971,10.98,11.84,5.8,2
"6502","Z3704",971,11.84,13.23,7,2
"6503","Z3704",971,13.23,14.31,5.6,2
"6504","Z3704",971,14.31,16.78,5.6,2
"6505","Z3704",971,16.78,18.5,7.3,2
"6506","Z3704",971,18.5,19.38,5.4,1.5
"6507","Z3704",971,19.38,19.98,7.4,2
"6508","Z3704",971,19.98,22.42,5.4,1.5
"6509","Z3704",971,22.42,23.38,5.4,1.5
"6510","Z3704",971,23.38,25.84,5.35,1.5
"6511","Z3704",971,25.84,26.78,5.4,1.5
"6512","Z3704",971,26.78,27.18,5.8,2
"6513","Z3704",971,27.18,27.48,5.8,2
"6514","Z3704",971,27.48,28.13,5.8,2
"6515","Z3704",971,28.13,31.66,5.5,2
"6516","Z3704",971,31.66,32.17,5.5,2
"6517","Z3704",971,32.17,34.38,5.5,2
"6518","Z3704",971,34.38,36.522,5.55,2
"6519","Z3705",1705,0,0.37,5.5,2
"6520","Z3705",1705,0.37,0.52,4.8,1.5
"6521","Z3705",1705,0.52,1,4.7,1.5
"6522","Z3705",1705,1.49,3.325,5.5,2
"6523","Z3705",1705,3.394,4.642,5.5,2
"6524","Z3705",1705,4.845,5.784,5.5,2
"6525","Z3705",1705,5.978,8.869,5.5,2
"6526","Z3705",1705,8.869,10.1,5.7,2
"6527","Z3705",1705,10.1,11.184,5.4,1.5
"6528","Z3706",1487,0,1.72,5.5,2
"6529","Z3706",1487,1.72,2.72,3.69,1
"6530","Z3706",1487,2.72,3.8,5.49,1.5
"6531","Z3706",1487,3.8,4.37,3.7,1
"6532","Z3706",1487,4.37,4.88,5.5,2
"6533","Z3706",1487,4.88,6.5,3.7,1
"6534","Z3706",1487,6.5,6.95,5.5,2
"6535","Z3706",1487,6.95,8.42,3.65,1
"6536","Z3706",1487,8.42,9.5,5.49,1.5
"6537","Z3706",1487,9.5,12.76,3.7,1
"6538","Z3706",1487,12.76,13.51,5.44,1.5
"6539","Z3706",1487,13.51,15.81,3.73,1
"6540","Z3706",1487,15.81,16.5,3.6,1
"6541","Z3706",1487,16.5,18.6,3.6,1
"6542","Z3706",1487,18.6,20.58,4.4,1.5
"6543","Z3706",1487,20.58,23.45,3.7,1
"6544","Z3706",1487,23.45,25.1,4.6,1.5
"6545","Z3706",1487,25.1,25.9,3.63,1
"6546","Z3706",1487,25.9,26.856,5.5,2
"6547","Z3707",969,0,0.14,6,2
"6548","Z3707",969,0.14,0.54,6,2
"6549","Z3707",969,0.54,0.74,6,2
"6550","Z3707",969,0.74,1.47,4.65,1.5
"6551","Z3707",969,1.47,3.25,4.65,1.5
"6552","Z3707",969,3.25,4.8,3.2,1
"6553","Z3707",969,4.8,5.01,4.7,1.5
"6554","Z3707",969,5.01,5.24,4.5,1.5
"6555","Z3707",969,5.24,5.54,3,1
"6556","Z3707",969,5.54,6.34,3.3,1
"6557","Z3707",969,6.34,8.24,3.7,1
"6558","Z3707",969,8.24,8.27,3.3,1
"6559","Z3707",969,8.27,8.94,3.7,1
"6560","Z3707",969,8.94,10.04,3.3,1
"6561","Z3707",969,10.04,10.44,2.95,1
"6562","Z3707",969,10.44,11.84,3.8,1
"6563","Z3707",969,11.84,12.37,3.1,1
"6564","Z3707",969,12.37,13.74,5.35,1.5
"6565","Z3707",969,13.74,15.65,5.42,1.5
"6566","Z3707",969,15.65,15.79,5.3,1.5
"6567","Z3707",969,15.79,16.74,3.45,1
"6568","Z3707",969,16.74,19.23,3.56,1
"6569","Z3707",969,19.23,23.45,3.58,1
"6570","Z3707",969,23.45,27.45,3.6,1
"6571","Z3707",969,27.45,29.5,3.6,1
"6572","Z3707",969,29.5,31.85,3.62,1
"6573","Z3707",969,31.85,32.85,3.6,1
"6574","Z3707",969,32.85,34.1,3.6,1
"6575","Z3707",969,34.1,34.72,5.4,1.5
"6576","Z3707",969,34.72,37.15,5.81,2
"6577","Z3707",969,37.15,38.7,3.5,1
"6578","Z3707",969,38.7,40.1,3.6,1
"6579","Z3707",969,40.1,41.19,3.61,1
"6580","Z3707",969,41.19,42.78,5.61,2
"6581","Z3708",1704,0,1.1,5.6,2
"6582","Z3708",1704,1.1,3.6,4.9,1.5
"6583","Z3708",1704,3.6,5,5,1.5
"6584","Z3708",1704,5,5.488,4.9,1.5
"6585","Z3709",952,0,0.04,6.6,2
"6586","Z3709",952,0.04,2.1,5.58,2
"6587","Z3709",952,2.1,3.89,5.45,1.5
"6588","Z3709",952,3.89,4.4,5.42,1.5
"6589","Z3709",952,4.4,4.68,7.6,2
"6590","Z3709",952,4.68,6.895,5.44,1.5
"6591","Z3709",952,12.742,14.385,3.56,1
"6592","Z3709",952,14.385,17.36,3.56,1
"6593","Z3709",952,17.36,19.4,3.52,1
"6594","Z3709",952,19.4,20.9,3.49,1
"6595","Z3709",952,20.9,23.4,3.5,1
"6596","Z3709",952,23.4,26,3.56,1
"6597","Z3710",976,0,2.02,3.7,1
"6598","Z3710",976,2.02,2.76,3.68,1
"6599","Z3710",976,2.76,2.84,3.7,1
"6600","Z3710",976,2.84,4.94,3.71,1
"6601","Z3710",976,4.94,8.04,5.8,2
"6602","Z3710",976,8.04,8.11,3.7,1
"6603","Z3710",976,8.11,8.7,3.7,1
"6604","Z3710",976,8.7,16.04,5.6,2
"6605","Z3710",976,16.04,17.58,3.64,1
"6606","Z3710",976,17.58,18.09,3.7,1
"6607","Z3710",976,18.09,24.055,3.7,1
"6608","Z3710",976,24.055,27.184,2.45,1
"6609","Z3711",1231,0,26.33,3.72,1
"6610","Z3711",1231,26.33,27.021,5.5,2
"6611","Z3712",1205,0,1.4,5.6,2
"6612","Z3712",1205,1.4,2.9,5.61,2
"6613","Z3712",1205,2.9,4.2,5.59,2
"6614","Z3712",1205,4.2,5.13,5.58,2
"6615","Z3712",1205,5.13,7.42,5.6,2
"6616","Z3712",1205,7.42,8.9,5.59,2
"6617","Z3712",1205,8.9,10.1,5.6,2
"6618","Z3712",1205,10.1,10.79,5.6,2
"6619","Z3712",1205,10.79,11.89,3.6,1
"6620","Z3712",1205,11.89,12.24,5.3,1.5
"6621","Z3712",1205,12.24,14.1,3.6,1
"6622","Z3712",1205,14.1,15.9,3.59,1
"6623","Z3712",1205,15.9,17.3,3.58,1
"6624","Z3712",1205,17.3,18.82,3.52,1
"6625","Z3712",1205,18.82,19.8,3.57,1
"6626","Z3712",1205,19.8,20.27,3.59,1
"6627","Z3713",912,0,0.1,5.7,2
"6628","Z3713",912,0.1,1.192,5.45,1.5
"6629","Z3713",912,1.192,2.392,5.38,1.5
"6630","Z3713",912,2.392,3.592,5.41,1.5
"6631","Z3713",912,3.592,5.092,5.37,1.5
"6632","Z3713",912,5.092,6.951,5.38,1.5
"6633","Z4007",1234,0,0.04,6.8,2
"6634","Z4007",1234,0.04,1.2,5.42,1.5
"6635","Z4007",1234,1.2,2.4,5.41,1.5
"6636","Z4007",1234,2.4,3.6,3.64,1
"6637","Z4007",1234,3.6,4.6,5.38,1.5
"6638","Z4007",1234,4.6,6.5,5.36,1.5
"6639","Z4007",1234,6.5,7.3,3.63,1
"6640","Z4007",1234,7.3,8.7,3.63,1
"6641","Z4007",1234,8.7,10.35,3.62,1
"6642","Z4007",1234,10.35,11.4,3.61,1
"6643","Z4007",1234,11.4,11.8,3.63,1
"6644","Z4007",1234,11.8,13.205,3.62,1
"6645","Z4007",1234,13.205,14.204,3.63,1
"6646","Z4009",1571,0,13.31,3.9,1
"6647","Z4011",1244,0,0.05,6,2
"6648","Z4011",1244,0.05,1.5,5.57,2
"6649","Z4011",1244,1.5,2.3,5.58,2
"6650","Z4011",1244,2.3,2.9,4.12,1.5
"6651","Z4011",1244,2.9,4.9,5.56,2
"6652","Z4011",1244,4.9,7.05,5.57,2
"6653","Z4011",1244,7.05,9.4,5.58,2
"6654","Z4011",1244,9.4,10.7,7.4,2
"6655","Z4011",1244,10.7,11.8,5.56,2
"6656","Z4011",1244,11.8,12.8,5.61,2
"6657","Z4011",1244,12.8,15.1,5.56,2
"6658","Z4011",1244,15.1,17.7,5.57,2
"6659","Z4011",1244,17.7,17.87,7.4,2
"6660","Z4011",1244,17.87,19.81,5.6,2
"6661","Z4011",1244,19.81,21.6,3.78,1
"6662","Z4011",1244,21.6,23.4,3.78,1
"6663","Z4011",1244,23.4,24.84,3.79,1
"6664","Z4011",1244,24.84,26.776,7.32,2
"6665","Z4012",1531,0,0.025,11.1,4
"6666","Z4012",1531,0.025,3.581,3.68,1
"6667","Z4012",1531,3.581,4.481,3.7,1
"6668","Z4012",1531,4.481,4.981,5.5,2
"6669","Z4012",1531,4.981,9.611,3.7,1
"6670","Z4012",1531,9.611,13.541,5.5,2
"6671","Z4012",1531,13.541,17.572,5.5,2
"6672","Z4012",1531,17.572,22.416,5.6,2
"6673","Z4015",1232,0,1.1,3.6,1
"6674","Z4015",1232,1.1,2.4,3.65,1
"6675","Z4015",1232,2.4,3.7,3.61,1
"6676","Z4015",1232,3.7,5.1,3.68,1
"6677","Z4015",1232,5.1,6.4,3.61,1
"6678","Z4015",1232,6.4,7.85,3.62,1
"6679","Z4015",1232,7.85,9.2,3.7,1
"6680","Z4015",1232,9.2,11.019,3.63,1
"6681","Z4016",1217,0,0.04,5.4,1.5
"6682","Z4016",1217,0.04,1.8,3.75,1
"6683","Z4016",1217,1.8,5.1,3.74,1
"6684","Z4016",1217,5.1,8.725,3.74,1
"6685","Z4016",1217,8.725,14.715,5.82,2
"6686","Z4016",1217,14.715,19.3,3.65,1
"6687","Z4016",1217,19.3,22.865,3.67,1
"6688","Z4017",1573,0,0.25,5.89,2
"6689","Z4017",1573,0.25,1.78,4.5,1.5
"6690","Z4017",1573,1.78,1.99,5.9,2
"6691","Z4017",1573,1.99,2.55,4,1.5
"6692","Z4017",1573,2.55,2.9,5.88,2
"6693","Z4017",1573,2.9,4.3,5.85,2
"6694","Z4017",1573,4.3,4.59,5.8,2
"6695","Z4017",1573,4.59,5.2,4.5,1.5
"6696","Z4017",1573,5.2,5.3,5.86,2
"6697","Z4017",1573,5.3,6.55,4.1,1.5
"6698","Z4017",1573,6.55,7.17,5.72,2
"6699","Z4017",1573,7.17,7.63,7.4,2
"6700","Z4017",1573,7.63,7.78,11.4,3
"6701","Z4017",1573,7.78,8.4,5,1.5
"6702","Z4017",1573,8.4,8.5,5.5,2
"6703","Z4017",1573,8.5,10.1,3.92,1
"6704","Z4017",1573,10.1,11.4,3.9,1
"6705","Z4017",1573,11.4,13.2,3.92,1
"6706","Z4017",1573,13.2,14.4,3.82,1
"6707","Z4017",1573,14.4,16.9,3.85,1
"6708","Z4017",1573,16.9,18.3,3.88,1
"6709","Z4017",1573,18.3,19.4,3.87,1
"6710","Z4017",1573,19.4,20.8,3.98,1
"6711","Z4017",1573,20.8,22.062,3.92,1
"6712","Z4018",1663,0,1,3.66,1
"6713","Z4018",1663,1,4.025,3.65,1
"6714","Z4018",1663,4.025,6,3.66,1
"6715","Z4018",1663,6,11.275,5.5,2
"6716","Z4018",1663,11.275,14.6,5.56,2
"6717","Z4018",1663,14.6,17.725,5.5,2
"6718","Z4018",1663,17.725,20.4,5.5,2
"6719","Z4018",1663,20.4,24.8,5.48,1.5
"6720","Z4018",1663,24.8,29.824,5.52,2
"6721","Z4019",1794,0,0.04,5.53,2
"6722","Z4019",1794,0.04,3.6,5.52,2
"6723","Z4019",1794,3.6,7.5,5.52,2
"6724","Z4019",1794,7.5,9.8,5.5,2
"6725","Z4019",1794,9.8,11.136,5.54,2
"6726","Z4020",1795,0,1.006,5.5,2
"6727","Z4020",1795,1.006,2.076,5.5,2
"6728","Z4020",1795,2.076,3.726,5.45,1.5
"6729","Z4020",1795,3.726,9.576,3.6,1
"6730","Z4020",1795,9.576,13.881,5.5,2
"6731","Z4020",1795,13.881,15.482,3.44,1
"6732","Z4021",1516,0,1,6.6,2
"6733","Z4021",1516,1,2.01,6.7,2
"6734","Z4021",1516,2.01,3.03,6.85,2
"6735","Z4021",1516,3.03,3.712,5.9,2
"6736","Z4021",1516,3.712,4.34,4.2,1.5
"6737","Z4021",1516,4.34,5.58,4,1.5
"6738","Z4021",1516,5.58,5.62,7.4,2
"6739","Z4021",1516,5.62,6.68,6.7,2
"6740","Z4021",1516,6.68,7.78,6.7,2
"6741","Z4021",1516,7.78,10.01,6.7,2
"6742","Z4021",1516,10.01,10.41,4,1.5
"6743","Z4021",1516,10.41,10.98,6.75,2
"6744","Z4021",1516,10.98,12.53,6.75,2
"6745","Z4021",1516,12.53,15.11,6.7,2
"6746","Z4021",1516,15.11,17.32,6.7,2
"6747","Z4021",1516,17.32,19.33,6.65,2
"6748","Z4021",1516,19.33,21.17,6.7,2
"6749","Z4021",1516,21.17,22.53,6.7,2
"6750","Z4021",1516,22.53,24.63,6.6,2
"6751","Z4021",1516,24.63,25.23,6.6,2
"6752","Z4021",1516,25.23,26.55,6.7,2
"6753","Z4021",1516,26.55,26.95,6.6,2
"6754","Z4021",1516,26.95,27.68,3.8,1
"6755","Z4021",1516,27.68,28.44,5.8,2
"6756","Z4021",1516,28.44,28.87,5.4,1.5
"6757","Z4021",1516,28.87,30.09,5.4,1.5
"6758","Z4021",1516,30.09,30.53,4,1.5
"6759","Z4021",1516,30.53,31.85,4,1.5
"6760","Z4021",1516,31.85,32.68,4,1.5
"6761","Z4021",1516,32.68,33.53,4,1.5
"6762","Z4021",1516,33.53,34.04,3.8,1
"6763","Z4021",1516,34.04,36.83,3.8,1
"6764","Z4021",1516,36.83,37.93,4,1.5
"6765","Z4021",1516,37.93,38.53,4,1.5
"6766","Z4021",1516,38.53,39.125,3.8,1
"6767","Z4022",1414,0,0.2,5,1.5
"6768","Z4022",1414,0.2,2.8,4.9,1.5
"6769","Z4022",1414,2.8,3,5.8,2
"6770","Z4022",1414,3,3.7,3.8,1
"6771","Z4022",1414,3.7,4.95,3.8,1
"6772","Z4022",1414,4.95,6.42,3.9,1
"6773","Z4022",1414,6.42,8.356,3.9,1
"6774","Z4022",1414,8.356,11.666,3.8,1
"6775","Z4022",1414,11.666,11.823,3.8,1
"6776","Z4022",1414,11.823,13.928,3.8,1
"6777","Z4022",1414,13.928,16.228,3.8,1
"6778","Z4022",1414,16.228,19.871,3.8,1
"6779","Z4022",1414,19.871,19.951,5.1,1.5
"6780","Z4022",1414,19.951,21.381,3.8,1
"6781","Z4022",1414,21.381,22.271,3.8,1
"6782","Z4022",1414,22.271,23.421,3.85,1
"6783","Z4022",1414,23.421,24.686,3.8,1
"6784","Z4022",1414,24.686,24.996,3.8,1
"6785","Z4022",1414,24.996,25.076,5,1.5
"6786","Z4022",1414,25.076,26.386,3.8,1
"6787","Z4022",1414,26.386,28.5,3.8,1
"6788","Z4023",1392,0,1.3,5.66,2
"6789","Z4023",1392,1.3,2.9,5.65,2
"6790","Z4023",1392,2.9,4.4,5.68,2
"6791","Z4023",1392,4.4,6.8,5.65,2
"6792","Z4023",1392,6.8,9.4,5.67,2
"6793","Z4023",1392,9.4,11.9,5.65,2
"6794","Z4023",1392,11.9,13.4,5.68,2
"6795","Z4023",1392,13.4,15.8,5.68,2
"6796","Z4023",1392,15.8,17.9,5.66,2
"6797","Z4023",1392,17.9,19.9,5.69,2
"6798","Z4023",1392,19.9,21.95,5.67,2
"6799","Z4023",1392,21.95,23.54,5.69,2
"6800","Z4024",1706,0,1.6,3.66,1
"6801","Z4024",1706,1.6,3.654,3.68,1
"6802","Z4025",1233,0,0.951,3.7,1
"6803","Z4025",1233,0.951,2.691,3.07,1
"6804","Z4025",1233,2.691,3.051,5.4,1.5
"6805","Z4025",1233,3.051,3.771,5.5,2
"6806","Z4025",1233,3.771,5.437,3.7,1
"6807","Z4025",1233,5.437,6.637,3.7,1
"6808","Z4025",1233,6.637,7.934,3.65,1
"6809","Z4025",1233,7.934,8.234,3.8,1
"6810","Z4025",1233,8.234,9.964,3.8,1
"6811","Z4025",1233,9.964,10.584,3.7,1
"6812","Z4025",1233,10.584,11.034,5.3,1.5
"6813","Z4025",1233,11.034,12.234,3.8,1
"6814","Z4025",1233,12.234,13.394,3.9,1
"6815","Z4025",1233,13.394,14.154,3.8,1
"6816","Z4025",1233,14.154,14.314,3.8,1
"6817","Z4025",1233,14.314,16.75,6.1,2
"6818","Z4101",1247,0,1.5,5.7,2
"6819","Z4101",1247,1.5,2.8,5.6,2
"6820","Z4101",1247,2.8,4.4,5.6,2
"6821","Z4101",1247,4.4,5.7,5.9,2
"6822","Z4101",1247,5.7,7.8,5.7,2
"6823","Z4101",1247,7.8,8.2,5.8,2
"6824","Z4101",1247,8.2,12.4,5.5,2
"6825","Z4101",1247,12.4,17.5,5.6,2
"6826","Z4101",1247,17.5,22.4,5.6,2
"6827","Z4101",1247,22.4,26.3,5.6,2
"6828","Z4101",1247,26.3,31.5,5.6,2
"6829","Z4101",1247,31.5,32,5.6,2
"6830","Z4101",1247,32,36,5.6,2
"6831","Z4101",1247,36,37.7,5.7,2
"6832","Z4104",1457,0,2.954,3.68,1
"6833","Z4104",1457,2.954,6.554,3.64,1
"6834","Z4104",1457,6.554,9.229,3.64,1
"6835","Z4104",1457,10.499,12.554,3.7,1
"6836","Z4104",1457,12.554,15.054,3.7,1
"6837","Z4105",1550,0,0.03,4.5,1.5
"6838","Z4105",1550,0.03,1.75,3.64,1
"6839","Z4105",1550,1.75,3.46,3.62,1
"6840","Z4105",1550,3.46,5.48,3.63,1
"6841","Z4105",1550,5.48,6.82,3.62,1
"6842","Z4105",1550,6.82,8.815,3.63,1
"6843","Z4105",1550,8.815,10.565,3.62,1
"6844","Z4105",1550,10.565,12.195,3.63,1
"6845","Z4105",1550,12.195,13.845,3.61,1
"6846","Z4105",1550,13.845,14.86,3.63,1
"6847","Z4105",1550,14.86,15.546,3.62,1
"6848","Z4602",1216,0,0.02,8.4,2
"6849","Z4602",1216,0.02,2.716,5.62,2
"6850","Z4602",1216,2.716,2.916,7.3,2
"6851","Z4602",1216,2.916,6.216,5.62,2
"6852","Z4602",1216,6.216,6.596,7.4,2
"6853","Z4602",1216,6.596,9.416,5.56,2
"6854","Z4602",1216,9.416,9.616,8,2
"6855","Z4602",1216,9.616,9.716,9.6,3
"6856","Z4602",1216,9.716,11.754,5.7,2
"6857","Z4603",1393,0,0.5,5.3,1.5
"6858","Z4603",1393,0.5,2.5,4,1.5
"6859","Z4603",1393,2.5,4.2,4,1.5
"6860","Z4603",1393,4.2,4.4,5.5,2
"6861","Z4603",1393,4.4,6.8,4,1.5
"6862","Z4603",1393,6.8,7.05,5.5,2
"6863","Z4603",1393,7.05,10.3,4,1.5
"6864","Z4603",1393,10.3,10.4,5,1.5
"6865","Z4603",1393,10.4,13.3,3.9,1
"6866","Z4603",1393,13.3,13.5,3.8,1
"6867","Z4603",1393,13.5,13.9,3.8,1
"6868","Z4604",1239,0,0.55,5.6,2
"6869","Z4604",1239,0.55,1.62,3.8,1
