"","Road","roadID","Chainage.start","Chainage.end","width","nrLanes"
"5787","Z2038",1312,0,1.3,3.45,1
"5788","Z2038",1312,1.3,2.9,3.42,1
"5789","Z2038",1312,2.9,3.95,3.43,1
"5790","Z2038",1312,3.95,4.396,3.2,1
"5791","Z2039",1298,0,0.02,10,3
"5792","Z2039",1298,0.02,2.7,5.3,1.5
"5793","Z2039",1298,2.7,4.39,5.5,2
"5794","Z2039",1298,4.39,5.98,5.5,2
"5795","Z2039",1298,5.98,6.3,6.5,2
"5796","Z2039",1298,6.3,7.3,5.5,2
"5797","Z2039",1298,7.3,8.45,5.5,2
"5798","Z2039",1298,8.45,9.59,5.5,2
"5799","Z2039",1298,9.59,11.317,5.5,2
"5800","Z2039",1298,11.317,11.342,10,3
"5801","Z2039",1298,11.342,12.146,5.5,2
"5802","Z2039",1298,12.146,12.156,5.5,2
"5803","Z2041",1303,0,0.025,10.1,3
"5804","Z2041",1303,0.025,0.99,5.61,2
"5805","Z2041",1303,0.99,1.11,3.6,1
"5806","Z2041",1303,1.11,2.4,5.6,2
"5807","Z2041",1303,2.4,3.9,5.6,2
"5808","Z2041",1303,3.9,5.4,5.6,2
"5809","Z2041",1303,5.4,6.9,5.6,2
"5810","Z2041",1303,6.9,8.32,5.61,2
"5811","Z2042",963,0,0.02,7.2,2
"5812","Z2042",963,0.02,1.501,3.6,1
"5813","Z2042",963,1.501,3.116,3.8,1
"5814","Z2042",963,3.116,4.547,3.8,1
"5815","Z2042",963,4.547,5.974,3.8,1
"5816","Z2042",963,5.974,6.064,5.6,2
"5817","Z2042",963,6.064,8.114,3.81,1
"5818","Z2042",963,8.114,8.648,5.6,2
"5819","Z2044",1426,0,0.03,24.6,7
"5820","Z2044",1426,0.03,0.045,15,4
"5821","Z2044",1426,0.045,0.3,5.5,2
"5822","Z2044",1426,0.3,8.85,5.5,2
"5823","Z2044",1426,8.85,9.17,5.5,2
"5824","Z2044",1426,9.17,10,5,1.5
"5825","Z2044",1426,10,12.08,5.5,2
"5826","Z2044",1426,12.08,13.365,5.5,2
"5827","Z2044",1426,13.365,14.6,5.5,2
"5828","Z2044",1426,14.6,16.8,5,1.5
"5829","Z2044",1426,16.8,17.388,5.5,2
"5830","Z2044",1426,17.388,21.507,5,1.5
"5831","Z2044",1426,21.507,21.997,5.5,2
"5832","Z2044",1426,21.997,23.071,5,1.5
"5833","Z2044",1426,23.071,25.067,5.5,2
"5834","Z2045",1304,0,18.77,5.5,2
"5835","Z2047",938,0,0.25,13.5,4
"5836","Z2047",938,0.25,5.75,3.7,1
"5837","Z2047",938,5.75,5.95,3.7,1
"5838","Z2047",938,5.95,6.39,3.7,1
"5839","Z2047",938,6.39,7.45,3.7,1
"5840","Z2047",938,7.45,8.25,4,1.5
"5841","Z2047",938,8.25,13.41,3.7,1
"5842","Z2047",938,13.41,14.07,3.7,1
"5843","Z2047",938,14.07,16.022,5.7,2
"5844","Z2048",1792,0,3.454,3.5,1
"5845","Z2049",1065,0,1.409,5.4,1.5
"5846","Z2049",1065,1.409,2.9,3.65,1
"5847","Z2049",1065,2.9,4.407,3.66,1
"5848","Z2055",1655,0,1.562,3.66,1
"5849","Z2055",1655,1.989,2.554,4.6,1.5
"5850","Z2055",1655,2.554,10.792,3.66,1
"5851","Z2055",1655,10.792,11.046,3.3,1
"5852","Z2055",1655,11.64,12.82,4.4,1.5
"5853","Z2055",1655,12.82,14.282,30.1,4
"5854","Z2055",1655,14.282,16.521,3.04,1
"5855","Z2063",1678,0,4,3.5,1
"5856","Z2115",1280,0,0.9,3.66,1
"5857","Z2115",1280,0.9,2.3,3.62,1
"5858","Z2115",1280,2.3,3.5,3.61,1
"5859","Z2115",1280,3.5,4.172,3.63,1
"5860","Z2121",950,0,0.34,4.7,1.5
"5861","Z2121",950,0.34,1.6,3.58,1
"5862","Z2121",950,1.6,3.2,3.71,1
"5863","Z2121",950,3.2,4.5,3.68,1
"5864","Z2121",950,4.5,6.43,3.68,1
"5865","Z2121",950,6.43,6.77,5.58,2
"5866","Z2121",950,6.77,7.3,3.65,1
"5867","Z2121",950,7.3,8.007,5.55,2
"5868","Z2122",982,0,0.85,3.65,1
"5869","Z2122",982,0.85,1.9,3.64,1
"5870","Z2122",982,1.9,3.9,3.58,1
"5871","Z2122",982,3.9,6.4,3.56,1
"5872","Z2122",982,6.4,8.5,3.56,1
"5873","Z2122",982,8.5,10.551,3.55,1
"5874","Z2123",1327,0,1.4,3.1,1
"5875","Z2123",1327,1.4,3.8,3.1,1
"5876","Z2123",1327,3.8,5.2,3.2,1
"5877","Z2123",1327,5.2,7.415,3.1,1
"5878","Z2403",1568,0,0.47,13.4,4
"5879","Z2403",1568,0.47,0.97,5.67,2
"5880","Z2403",1568,0.97,1.9,5.6,2
"5881","Z2403",1568,1.9,3.4,5.58,2
"5882","Z2403",1568,3.4,4.9,5.61,2
"5883","Z2403",1568,4.9,6.3,5.58,2
"5884","Z2403",1568,6.3,8.1,5.57,2
"5885","Z2403",1568,8.1,9.7,5.6,2
"5886","Z2403",1568,9.7,10.4,5.59,2
"5887","Z2403",1568,10.4,11.9,5.58,2
"5888","Z2403",1568,11.9,13.3,5.56,2
"5889","Z2403",1568,13.3,14.8,5.59,2
"5890","Z2403",1568,14.8,16.1,5.6,2
"5891","Z2403",1568,16.1,17.1,5.59,2
"5892","Z2403",1568,17.1,18.008,5.61,2
"5893","Z2403",1568,18.008,18.9,5.58,2
"5894","Z2403",1568,18.9,19.38,5.57,2
"5895","Z2405",1292,0,0.6,3.62,1
"5896","Z2405",1292,0.6,1.51,3.62,1
"5897","Z2405",1292,5.892,7.6,3.62,1
"5898","Z2405",1292,7.6,8.9,3.7,1
"5899","Z2405",1292,8.9,10.6,3.64,1
"5900","Z2405",1292,10.6,12.2,3.62,1
"5901","Z2405",1292,12.2,14.1,3.61,1
"5902","Z2405",1292,14.1,15.79,3.32,1
"5903","Z2405",1292,15.79,16.12,3.71,1
"5904","Z2405",1292,16.12,16.758,5.52,2
"5905","Z2801",1439,0,3.4,6.95,2
"5906","Z2801",1439,3.4,6.065,7,2
"5907","Z2801",1439,6.065,8.95,5.65,2
"5908","Z2801",1439,8.95,10.25,7.35,2
"5909","Z2801",1439,10.25,15.4,7.24,2
"5910","Z2801",1439,15.4,20.3,7.25,2
"5911","Z2801",1439,20.3,24.7,5.65,2
"5912","Z2801",1439,24.7,27.5,5.64,2
"5913","Z2801",1439,27.5,30.398,5.63,2
"5914","Z2802",1238,0,0.04,5.9,2
"5915","Z2802",1238,0.04,1.2,5.9,2
"5916","Z2802",1238,1.2,2.6,5.56,2
"5917","Z2802",1238,2.6,4.1,5.57,2
"5918","Z2802",1238,4.1,5.6,5.58,2
"5919","Z2802",1238,5.6,7.1,5.6,2
"5920","Z2802",1238,7.1,8.5,5.61,2
"5921","Z2802",1238,8.5,10.2,5.57,2
"5922","Z2802",1238,10.2,12.1,5.57,2
"5923","Z2802",1238,12.1,14.193,3.64,1
"5924","Z2802",1238,14.387,15.7,3.64,1
"5925","Z2802",1238,15.7,17.2,3.64,1
"5926","Z2802",1238,17.2,18.6,3.63,1
"5927","Z2802",1238,18.6,20.2,3.64,1
"5928","Z2802",1238,20.2,21.6,3.63,1
"5929","Z2802",1238,21.6,23.2,3.64,1
"5930","Z2802",1238,23.2,24.4,3.66,1
"5931","Z2802",1238,24.4,25.1,3.67,1
"5932","Z2802",1238,25.1,25.83,3.67,1
"5933","Z2804",1209,0,7.2,5.5,2
"5934","Z2804",1209,7.2,16.14,3.7,1
"5935","Z2805",1633,0,0.8,3.62,1
"5936","Z2805",1633,0.8,1.9,3.61,1
"5937","Z2805",1633,1.9,4.9,3.65,1
"5938","Z2805",1633,4.9,8.65,3.62,1
"5939","Z2805",1633,8.65,12.4,3.64,1
"5940","Z2805",1633,12.4,16.8,3.61,1
"5941","Z2805",1633,16.8,18.6,3.61,1
"5942","Z2805",1633,18.812,18.964,3.64,1
"5943","Z2806",1636,0,1.73,5.5,2
"5944","Z2806",1636,1.73,3,6,2
"5945","Z2806",1636,3,6.8,3.5,1
"5946","Z2806",1636,6.8,8,5.5,2
"5947","Z2806",1636,8,15.21,4,1.5
"5948","Z2806",1636,15.21,17,3,1
"5949","Z2807",1433,0,0.5,8.5,2
"5950","Z2807",1433,0.5,1.05,5.49,1.5
"5951","Z2807",1433,1.05,2.65,5.5,2
"5952","Z2807",1433,2.65,4.3,5.48,1.5
"5953","Z2807",1433,4.3,5.8,5.51,2
"5954","Z2807",1433,5.8,7.3,5.49,1.5
"5955","Z2807",1433,7.3,8.9,5.47,1.5
"5956","Z2807",1433,8.9,10.2,5.48,1.5
"5957","Z2807",1433,10.2,11.8,5.51,2
"5958","Z2807",1433,11.8,13.5,5.48,1.5
"5959","Z2807",1433,13.5,14.9,5.47,1.5
"5960","Z2807",1433,14.9,16.5,5.43,1.5
"5961","Z2807",1433,16.5,17.8,5.47,1.5
"5962","Z2807",1433,17.8,19.3,5.47,1.5
"5963","Z2807",1433,19.3,21.3,5.48,1.5
"5964","Z2807",1433,21.3,22.8,5.48,1.5
"5965","Z2807",1433,22.8,24.3,5.48,1.5
"5966","Z2807",1433,24.3,25,5.46,1.5
"5967","Z2807",1433,25,25.3,4,1.5
"5968","Z2807",1433,25.3,26.7,5.45,1.5
"5969","Z2807",1433,26.7,27.48,5.42,1.5
"5970","Z2807",1433,27.48,28.7,5.2,1.5
"5971","Z2807",1433,28.7,31.804,5,1.5
"5972","Z2807",1433,32.1,37.4,5.95,2
"5973","Z2807",1433,37.4,40.5,5.8,2
"5974","Z2807",1433,40.5,43.2,5.7,2
"5975","Z2807",1433,43.2,44,5.7,2
"5976","Z2807",1433,44,46,5.7,2
"5977","Z2808",1719,0,0.8,5.55,2
"5978","Z2808",1719,0.8,2.642,5.56,2
"5979","Z2808",1719,2.642,3.224,5.5,2
"5980","Z2808",1719,3.224,6.2,5.6,2
"5981","Z2808",1719,6.2,12.5,5.57,2
"5982","Z2809",1679,0,0.945,13.35,4
"5983","Z2809",1679,0.945,1.645,13.45,4
"5984","Z2809",1679,1.645,1.84,12.5,4
"5985","Z2809",1679,1.84,2.1,12.3,4
"5986","Z2809",1679,2.1,5.4,7.6,2
"5987","Z2809",1679,5.4,8.291,7.35,2
"5988","Z2810",1237,0,0.95,3.61,1
"5989","Z2810",1237,0.95,2.4,3.42,1
"5990","Z2810",1237,2.4,3.9,3.42,1
"5991","Z2810",1237,3.9,5.4,3.35,1
"5992","Z2810",1237,5.4,7.98,3.43,1
"5993","Z2810",1237,8.243,9.6,3.4,1
"5994","Z2810",1237,9.6,10.92,3.42,1
"5995","Z2810",1237,11.292,11.974,3.5,1
"5996","Z2811",1640,0,0.44,3.2,1
"5997","Z2811",1640,0.44,0.947,2.1,1
"5998","Z2811",1640,1.32,1.8,3.56,1
"5999","Z2811",1640,1.8,3.03,3.58,1
"6000","Z2811",1640,3.03,4.62,5.9,2
"6001","Z2811",1640,4.62,6.9,3.66,1
"6002","Z2811",1640,6.9,9.4,3.65,1
"6003","Z2811",1640,9.4,12.1,3.68,1
"6004","Z2811",1640,12.1,14.6,3.7,1
"6005","Z2811",1640,14.6,16.4,3.6,1
"6006","Z2811",1640,16.4,18.421,3.6,1
"6007","Z2812",1284,0,5.104,3,1
"6008","Z2813",1685,0,5.25,6,2
"6009","Z2822",1517,0,0.02,4.2,1.5
"6010","Z2822",1517,0.02,1.45,3.6,1
"6011","Z2822",1517,1.45,2.98,3.6,1
"6012","Z2822",1517,2.98,4.56,3.67,1
"6013","Z2822",1517,4.56,5.96,3.57,1
"6014","Z2822",1517,5.96,7.43,3.58,1
"6015","Z2822",1517,7.43,8.35,3.59,1
"6016","Z2822",1517,8.35,8.93,5.42,1.5
"6017","Z2822",1517,8.93,10.24,3.62,1
"6018","Z2822",1517,10.24,12.625,3.62,1
"6019","Z2822",1517,16.258,17.6,4,1.5
"6020","Z2822",1517,17.6,19.488,5.8,2
"6021","Z2822",1517,19.488,21.62,3.6,1
"6022","Z2822",1517,21.62,23.752,3.61,1
"6023","Z2822",1517,23.752,24,3.62,1
"6024","Z2823",1290,0,1.79,5.42,1.5
"6025","Z2823",1290,1.79,3.4,5.43,1.5
"6026","Z2823",1290,3.4,3.8,5.4,1.5
"6027","Z2823",1290,3.8,4.9,3.7,1
"6028","Z2823",1290,4.9,6.4,3.62,1
"6029","Z2823",1290,6.4,7.85,3.56,1
"6030","Z2823",1290,7.85,9.2,3.6,1
"6031","Z2823",1290,9.2,10.85,3.6,1
"6032","Z2823",1290,10.85,12.3,3.6,1
"6033","Z2823",1290,12.3,13.75,3.51,1
"6034","Z2823",1290,13.75,14.2,3.51,1
"6035","Z2823",1290,14.2,15.7,3.5,1
"6036","Z2823",1290,15.7,16.92,3.48,1
"6037","Z2823",1290,16.92,18.25,3.51,1
"6038","Z2823",1290,18.25,19.4,3.49,1
"6039","Z2823",1290,19.4,20.3,3.54,1
"6040","Z2823",1290,20.3,21.55,3.54,1
"6041","Z2823",1290,21.55,22.38,3.52,1
"6042","Z2824",1717,0,0.7,3.66,1
"6043","Z2824",1717,0.7,3.4,3.64,1
"6044","Z2824",1717,3.4,6.5,3.66,1
"6045","Z2824",1717,6.5,9.2,3.63,1
"6046","Z2824",1717,9.2,11.4,3.67,1
"6047","Z2824",1717,11.4,13.35,3.68,1
"6048","Z2824",1717,13.35,15.184,3.64,1
"6049","Z2831",1235,0,0.85,3.7,1
"6050","Z2831",1235,0.85,1.7,3.68,1
"6051","Z2831",1235,1.7,2.792,3.66,1
"6052","Z2831",1235,3.64,5.8,3.64,1
"6053","Z2831",1235,5.8,8.4,3.65,1
"6054","Z2831",1235,8.4,10.8,3.67,1
"6055","Z2831",1235,10.8,12.47,3.64,1
"6056","Z2831",1235,13.32,13.541,3.64,1
"6057","Z2831",1235,13.541,14.772,3.66,1
"6058","Z2831",1235,14.772,14.965,3.62,1
"6059","Z2831",1235,14.965,15.674,3.68,1
"6060","Z2832",1326,0,0.8,3.7,1
"6061","Z2832",1326,0.8,2.4,3.66,1
"6062","Z2832",1326,2.4,3.4,3.66,1
"6063","Z2832",1326,3.4,6.3,3,1
"6064","Z2832",1326,6.3,8.4,3.67,1
"6065","Z2832",1326,8.4,10.6,3.7,1
"6066","Z2832",1326,10.6,12.25,3.67,1
"6067","Z2832",1326,12.25,14.2,3.68,1
"6068","Z2832",1326,14.2,15.838,3.68,1
"6069","Z2834",1653,0,0.457,3,1
"6070","Z2834",1653,0.99,2.138,3,1
"6071","Z2834",1653,2.226,8.565,3,1
"6072","Z2834",1653,8.565,8.99,3,1
"6073","Z2834",1653,8.99,12.136,3,1
"6074","Z2834",1653,107.02,107.89,3,1
"6075","Z2834",1653,107.89,109.56,3.65,1
"6076","Z2834",1653,109.56,110.44,3,1
"6077","Z2834",1653,110.44,111.18,3,1
"6078","Z2834",1653,111.18,111.74,5.4,1.5
"6079","Z2834",1653,111.74,113.17,3,1
"6080","Z2834",1653,113.17,113.86,5.4,1.5
"6081","Z2834",1653,113.86,115.82,3.7,1
"6082","Z2834",1653,115.82,117.962,3.65,1
"6083","Z2834",1653,117.962,124.542,3.65,1
"6084","Z2834",1653,124.542,133.514,3.65,1
"6085","Z2834",1653,133.514,139.482,4.2,1.5
"6086","Z2834",1653,139.482,148.54,3.61,1
"6087","Z2834",1653,148.54,154.566,3.62,1
"6088","Z2834",1653,154.566,161.408,5,1.5
"6089","Z2834",1653,161.408,166.45,3.61,1
"6090","Z2834",1653,166.45,168.021,5.1,1.5
"6091","Z2834",1653,168.021,171.4,3.63,1
"6092","Z3002",1680,0,1.17,18,6
"6093","Z3002",1680,1.17,1.4,6.2,2
"6094","Z3002",1680,1.4,5.38,9.5,3
"6095","Z3003",977,0,0.04,6,2
"6096","Z3003",977,0.04,1.8,5.35,1.5
"6097","Z3003",977,1.8,4.6,5.42,1.5
"6098","Z3003",977,4.6,6.2,5.41,1.5
"6099","Z3003",977,6.2,6.775,5.34,1.5
"6100","Z3003",977,6.775,7.92,4.1,1.5
"6101","Z3003",977,7.92,9.1,5.41,1.5
"6102","Z3003",977,9.1,10.123,5.42,1.5
"6103","Z3004",1287,0,1.65,14.5,4
"6104","Z3004",1287,1.65,1.72,7,2
"6105","Z3004",1287,1.72,2.472,3.5,1
"6106","Z3004",1287,3.66,8,3.6,1
"6107","Z3005",1206,0,0.7,5.8,2
"6108","Z3005",1206,0.7,2.4,4,1.5
"6109","Z3005",1206,2.4,2.84,4.9,1.5
"6110","Z3005",1206,2.84,3.429,3.7,1
"6111","Z3006",1681,0,1.28,3.8,1
"6112","Z3006",1681,1.28,5.735,13.4,4
"6113","Z3007",1212,0,0.9,3.81,1
"6114","Z3007",1212,0.9,2.2,3.78,1
"6115","Z3007",1212,2.2,3.9,3.8,1
"6116","Z3007",1212,3.9,4.8,3.77,1
"6117","Z3007",1212,4.8,5.742,3.82,1
"6118","Z3008",1601,0,0.93,5.42,1.5
"6119","Z3008",1601,0.93,2.78,3.72,1
"6120","Z3008",1601,2.78,2.81,9.5,3
"6121","Z3008",1601,2.81,4.75,3.7,1
"6122","Z3008",1601,4.75,6.24,3.7,1
"6123","Z3008",1601,6.24,6.721,5.6,2
"6124","Z3009",1311,0,0.9,5.45,1.5
"6125","Z3009",1311,0.9,3.28,5.46,1.5
"6126","Z3009",1311,3.28,5.376,3.82,1
"6127","Z3010",1062,0,0.025,7.8,2
"6128","Z3010",1062,0.025,0.7,5.4,1.5
"6129","Z3010",1062,0.7,1.4,5.39,1.5
"6130","Z3010",1062,1.4,2.75,4,1.5
"6131","Z3010",1062,2.75,4.02,5.38,1.5
"6132","Z3010",1062,4.02,5.3,3.6,1
"6133","Z3010",1062,5.3,6.592,3.58,1
"6134","Z3010",1062,6.592,7.242,3.59,1
"6135","Z3010",1062,7.242,8.357,3.58,1
"6136","Z3012",1306,0,0.45,5.45,1.5
"6137","Z3012",1306,0.45,1.25,5.45,1.5
"6138","Z3012",1306,1.25,2.05,5.42,1.5
"6139","Z3012",1306,2.05,2.925,5.4,1.5
"6140","Z3024",965,0,0.015,12,3
"6141","Z3024",965,0.015,3.6,5.5,2
"6142","Z3024",965,3.6,7.04,5.5,2
"6143","Z3024",965,7.04,8.05,3.7,1
"6144","Z3024",965,8.05,13.95,5.5,2
"6145","Z3024",965,13.95,15.2,4,1.5
"6146","Z3024",965,15.2,18.26,3.2,1
"6147","Z3024",965,18.26,22.37,5.5,2
"6148","Z3024",965,22.37,25.33,5.5,2
"6149","Z3025",941,0,0.625,5.62,2
"6150","Z3025",941,0.625,1.18,5.58,2
"6151","Z3025",941,1.18,4.45,3.71,1
"6152","Z3025",941,4.45,9.42,3.68,1
"6153","Z3025",941,9.42,11.42,3.68,1
"6154","Z3025",941,11.42,13.96,3.68,1
"6155","Z3025",941,13.96,19.23,3.58,1
"6156","Z3025",941,19.23,22.37,3.64,1
"6157","Z3025",941,22.37,25.453,3.68,1
"6158","Z3026",1314,0,1.212,3.59,1
"6159","Z3026",1314,1.212,2.812,3.57,1
"6160","Z3026",1314,2.812,3.412,3.62,1
"6161","Z3026",1314,3.412,4.015,3.52,1
"6162","Z3030",1420,0,1.4,3.8,1
"6163","Z3030",1420,1.4,3.2,3.78,1
"6164","Z3030",1420,3.2,6.3,3.75,1
"6165","Z3030",1420,6.3,8.4,3.78,1
"6166","Z3030",1420,8.4,11.5,3.77,1
"6167","Z3030",1420,11.5,14.4,3.4,1
"6168","Z3030",1420,14.4,16.5,3.2,1
"6169","Z3030",1420,16.5,18.4,3.2,1
"6170","Z3030",1420,18.4,20.8,3.5,1
"6171","Z3030",1420,20.8,22.4,5.2,1.5
"6172","Z3030",1420,22.4,24.23,5.2,1.5
"6173","Z3030",1420,24.23,26,5.32,1.5
"6174","Z3030",1420,26,26.077,6,2
"6175","Z3031",1328,0,1.1,5.36,1.5
"6176","Z3031",1328,1.1,1.78,5.45,1.5
"6177","Z3031",1328,1.78,3.983,3.69,1
"6178","Z3031",1328,3.983,5.103,5.38,1.5
"6179","Z3031",1328,5.103,5.774,3.6,1
"6180","Z3031",1328,5.774,6.024,5.41,1.5
"6181","Z3031",1328,6.024,8.431,3.62,1
"6182","Z3031",1328,8.431,8.531,5.37,1.5
"6183","Z3031",1328,8.531,9.482,3.6,1
"6184","Z3031",1328,9.482,9.604,5.45,1.5
"6185","Z3031",1328,9.604,11.433,3.62,1
"6186","Z3031",1328,11.433,11.855,5.42,1.5
"6187","Z3031",1328,11.855,13.284,3.62,1
"6188","Z3031",1328,13.284,14.314,5.38,1.5
"6189","Z3031",1328,14.314,16.32,3.8,1
"6190","Z3031",1328,16.32,18.185,5.4,1.5
"6191","Z3031",1328,18.185,20.67,5.42,1.5
"6192","Z3032",1515,0,1.8,3.66,1
"6193","Z3032",1515,1.8,5.4,3.68,1
"6194","Z3032",1515,5.4,10.33,3.7,1
"6195","Z3032",1515,10.33,12.06,3.71,1
"6196","Z3032",1515,12.06,17.354,3.68,1
"6197","Z3032",1515,17.354,19.652,5.3,1.5
"6198","Z3032",1515,19.652,19.934,3.6,1
"6199","Z3032",1515,19.934,20.4,3.7,1
"6200","Z3032",1515,20.4,20.552,3.7,1
"6201","Z3032",1515,20.552,24.66,3.7,1
"6202","Z3032",1515,24.66,28.702,3.68,1
"6203","Z3033",1595,0,0.009,6.5,2
"6204","Z3033",1595,0.009,0.909,9.1,3
"6205","Z3033",1595,0.909,4.509,5.44,1.5
"6206","Z3033",1595,4.509,7.009,3.66,1
"6207","Z3033",1595,7.009,9.109,3.68,1
"6208","Z3033",1595,9.109,12.909,3.66,1
"6209","Z3033",1595,12.909,15.909,3.66,1
"6210","Z3033",1595,15.909,20.009,3.7,1
"6211","Z3033",1595,20.009,26.209,3.68,1
"6212","Z3033",1595,26.209,30.009,3.64,1
"6213","Z3033",1595,30.009,36.009,3.66,1
"6214","Z3033",1595,36.009,40.209,5.4,1.5
"6215","Z3033",1595,40.209,41.789,3.65,1
"6216","Z3033",1595,41.789,42.499,5.46,1.5
"6217","Z3033",1595,42.499,45.059,3.62,1
"6218","Z3033",1595,45.059,45.399,5.64,2
"6219","Z3033",1595,45.399,46.929,3.65,1
"6220","Z3033",1595,46.929,47.279,5.66,2
"6221","Z3033",1595,47.279,50.079,3.68,1
"6222","Z3033",1595,50.079,54.109,3.66,1
"6223","Z3033",1595,54.109,55.763,3.6,1
"6224","Z3033",1595,55.763,56.233,3.6,1
"6225","Z3033",1595,56.233,58.839,3.67,1
"6226","Z3033",1595,58.839,61.109,3.64,1
"6227","Z3033",1595,61.109,64.209,3.66,1
"6228","Z3033",1595,64.209,66.409,3.7,1
"6229","Z3033",1595,66.409,66.499,5.4,1.5
"6230","Z3033",1595,66.499,66.557,5.6,2
"6231","Z3034",1318,0,0.6,3.56,1
"6232","Z3034",1318,0.6,1.9,3.54,1
"6233","Z3034",1318,1.9,3.4,3.56,1
"6234","Z3034",1318,3.4,4.6,3.59,1
"6235","Z3034",1318,4.6,4.78,5.5,2
"6236","Z3034",1318,4.78,5.15,3.6,1
"6237","Z3034",1318,5.15,5.46,5.49,1.5
"6238","Z3034",1318,5.46,7.1,3.57,1
"6239","Z3034",1318,7.1,8.9,3.62,1
"6240","Z3034",1318,8.9,10.4,3.61,1
"6241","Z3034",1318,10.4,11.6,3.57,1
"6242","Z3034",1318,11.6,12.8,3.57,1
"6243","Z3034",1318,12.8,13.24,5.42,1.5
"6244","Z3034",1318,13.24,14.4,5.4,1.5
"6245","Z3034",1318,14.4,15.6,3.62,1
"6246","Z3034",1318,15.6,17.4,3.6,1
"6247","Z3034",1318,17.4,19.1,3.56,1
"6248","Z3034",1318,19.1,20.6,3.56,1
"6249","Z3034",1318,20.6,22.2,3.62,1
"6250","Z3034",1318,22.2,23.097,3.68,1
"6251","Z3035",1243,0,1.2,6.2,2
"6252","Z3035",1243,1.2,2.35,6.21,2
"6253","Z3035",1243,2.35,3,6.15,2
"6254","Z3035",1243,3,3.1,7.05,2
"6255","Z3035",1243,3.1,5.3,6,2
"6256","Z3035",1243,5.3,6.64,6.06,2
"6257","Z3035",1243,6.64,6.76,10.4,3
"6258","Z3035",1243,6.76,8.2,5.62,2
"6259","Z3035",1243,8.2,10.1,5.51,2
"6260","Z3035",1243,10.1,11.9,5.58,2
"6261","Z3035",1243,11.9,13.6,5.6,2
"6262","Z3035",1243,13.6,15.2,5.54,2
"6263","Z3035",1243,15.2,17.1,5.5,2
"6264","Z3035",1243,17.1,18.4,5.54,2
"6265","Z3035",1243,18.4,19.36,5.6,2
"6266","Z3036",1657,0,0.25,9.4,3
"6267","Z3036",1657,0.25,0.465,9.3,3
"6268","Z3036",1657,0.465,0.682,8.1,2
"6269","Z3036",1657,0.682,0.735,8.4,2
"6270","Z3036",1657,0.735,1.224,8.3,2
"6271","Z3037",1213,0,1.4,5.46,1.5
"6272","Z3037",1213,1.4,3.4,5.38,1.5
"6273","Z3037",1213,3.4,5.6,5.35,1.5
"6274","Z3037",1213,5.6,6.9,5.38,1.5
"6275","Z3037",1213,6.9,8.6,5.39,1.5
"6276","Z3037",1213,8.6,10.3,5.38,1.5
"6277","Z3037",1213,10.3,12.1,5.37,1.5
"6278","Z3037",1213,12.1,14.8,5.4,1.5
"6279","Z3037",1213,14.8,16.5,5.38,1.5
"6280","Z3037",1213,16.5,18.9,5.39,1.5
"6281","Z3037",1213,18.9,20.3,5.4,1.5
"6282","Z3037",1213,20.3,22.1,5.41,1.5
"6283","Z3037",1213,22.1,24.8,5.4,1.5
"6284","Z3037",1213,24.8,26.1,5.39,1.5
"6285","Z3037",1213,26.1,29.8,5.4,1.5
"6286","Z3037",1213,29.8,31.6,5.38,1.5
"6287","Z3037",1213,31.6,33.5,5.41,1.5
"6288","Z3037",1213,33.5,36.4,5.4,1.5
"6289","Z3037",1213,36.4,38.4,5.35,1.5
"6290","Z3037",1213,38.4,39.4,5.4,1.5
"6291","Z3037",1213,39.4,42.6,5.41,1.5
"6292","Z3037",1213,42.6,44.5,5.41,1.5
"6293","Z3037",1213,44.5,46.6,5.4,1.5
"6294","Z3037",1213,46.6,49,5.69,2
"6295","Z3037",1213,49,49.5,5.38,1.5
"6296","Z3037",1213,49.5,51.2,4,1.5
"6297","Z3037",1213,51.2,53.5,3.85,1
"6298","Z3037",1213,53.5,55.97,3.8,1
"6299","Z3037",1213,55.97,56.99,5.35,1.5
"6300","Z3037",1213,56.99,58.2,3.6,1
"6301","Z3037",1213,58.2,60.8,3.62,1
"6302","Z3037",1213,60.8,61.16,5.6,2
"6303","Z3037",1213,61.16,61.205,6.2,2
"6304","Z3038",1658,0,1.63,10.1,3
"6305","Z3038",1658,1.63,2.415,11.3,3
"6306","Z3039",1659,0,1.1,5.62,2
"6307","Z3039",1659,1.1,1.376,16.7,4
"6308","Z3040",1248,0,0.3,4.5,1.5
"6309","Z3040",1248,0.3,0.92,3.61,1
"6310","Z3040",1248,0.92,2.3,3.58,1
"6311","Z3040",1248,2.3,3.8,3.57,1
"6312","Z3040",1248,3.8,5.6,3.57,1
"6313","Z3040",1248,5.6,7.1,3.58,1
"6314","Z3040",1248,7.1,9.2,3.6,1
"6315","Z3040",1248,9.2,11.1,3.58,1
"6316","Z3040",1248,11.1,11.73,3.6,1
"6317","Z3040",1248,11.73,11.9,3.62,1
"6318","Z3040",1248,11.9,13.53,5.74,2
"6319","Z3040",1248,13.53,14.8,3.74,1
"6320","Z3040",1248,14.8,15.452,3.42,1
"6321","Z3040",1248,15.452,17.46,3.5,1
"6322","Z3040",1248,17.46,18,3.52,1
"6323","Z3040",1248,18,19.4,3.6,1
"6324","Z3040",1248,19.4,20.351,3.6,1
"6325","Z3041",1695,0,0.4,4,1.5
"6326","Z3041",1695,0.4,0.54,5.5,2
