"","road.road","chainage.road","lrp","lat.road","lon.road","type.road","condition","road.bridge","chainage.bridge","lat.bridge","lon.bridge","type.bridge","destination"
"876","N1",352.368,"LRP357a",21.5937988401961,92.0616187098039,"Culvert",NA,"N1",352.368,21.5937988401961,92.0616187098039,"Culvert","LRP357b"
"877","N1",352.694,"LRP357b",21.588583,92.0633056,"Culvert",NA,"N1",352.694,21.588583,92.0633056,"Culvert","LRP358"
"878","N1",353.198,"LRP358",21.5875274,92.0650278,"KmPost",NA,"N1",353.198,21.5875274,92.0650278,"KmPost","LRP358a"
"879","N1",353.298,"LRP358a",21.5861941,92.0650278,"Culvert",NA,"N1",353.298,21.5861941,92.0650278,"Culvert","LRP358b"
"880","N1",353.466,"LRP358b",21.584833,92.0652222,"Culvert",NA,"N1",353.466,21.584833,92.0652222,"Culvert","LRP359"
"881","N1",354.197,"LRP359",21.5791938,92.0668049,"KmPost",NA,"N1",354.197,21.5791938,92.0668049,"KmPost","LRP359a"
"882","N1",354.326,"LRP359a",21.5769993,92.0697216,"Culvert",NA,"N1",354.326,21.5769993,92.0697216,"Culvert","LRP360"
"883","N1",355.167,"LRP360",21.5717216,92.0718049,"KmPost",NA,"N1",355.167,21.5717216,92.0718049,"KmPost","LRP360a"
"884","N1",355.861,"LRP360a",21.564,92.0702493,"Culvert",NA,"N1",355.861,21.564,92.0702493,"Culvert","LRP361"
"885","N1",356.187,"LRP361",21.5629444,92.0700271,"KmPost",NA,"N1",356.187,21.5629444,92.0700271,"KmPost","LRP361a"
"886","N1",356.322,"LRP361a",21.5618056,92.0696382,"Culvert",NA,"N1",356.322,21.5618056,92.0696382,"Culvert","LRP361b"
"887","N1",356.443,"LRP361b",21.5608333,92.0692771,"Culvert",NA,"N1",356.443,21.5608333,92.0692771,"Culvert","LRP362"
"888","N1",357.189,"LRP362",21.5555,92.0679716,"KmPost",NA,"N1",357.189,21.5555,92.0679716,"KmPost","LRP362a"
"889","N1",357.385,"LRP362a",21.5553056,92.067916,"Bridge",NA,"N1",357.385,21.5553056,92.067916,"Bridge","LRP362b"
"890","N1",357.437,"LRP362b",21.5548889,92.0678049,"Bridge",NA,"N1",357.437,21.5548889,92.0678049,"Bridge","LRP362c"
"891","N1",357.86,"LRP362c",21.5484719,92.0670827,"Bridge",NA,"N1",357.86,21.5484719,92.0670827,"Bridge","LRP362d"
"892","N1",357.906,"LRP362d",21.548083,92.0670271,"Bridge",NA,"N1",357.906,21.548083,92.0670271,"Bridge","LRP363"
"893","N1",358.089,"LRP363",21.546583,92.0668327,"KmPost",NA,"N1",358.089,21.546583,92.0668327,"KmPost","LRP364"
"894","N1",358.976,"LRP364",21.538333,92.0639722,"KmPost",NA,"N1",358.976,21.538333,92.0639722,"KmPost","LRP365"
"895","N1",359.992,"LRP365",21.5294993,92.0650278,"KmPost",NA,"N1",359.992,21.5294993,92.0650278,"KmPost","LRP365a"
"896","N1",360.025,"LRP365a",21.5283049,92.0650833,"Culvert",NA,"N1",360.025,21.5283049,92.0650833,"Culvert","LRP365b"
"897","N1",360.237,"LRP365b",21.5264716,92.0651944,"Culvert",NA,"N1",360.237,21.5264716,92.0651944,"Culvert","LRP365c"
"898","N1",360.581,"LRP365c",21.5234716,92.0656111,"Bridge",NA,"N1",360.581,21.5234716,92.0656111,"Bridge","LRP365d"
"899","N1",360.601,"LRP365d",21.5233049,92.0656389,"Bridge",NA,"N1",360.601,21.5233049,92.0656389,"Bridge","LRP365e"
"900","N1",360.74,"LRP365e",21.5220827,92.0658611,"Culvert",NA,"N1",360.74,21.5220827,92.0658611,"Culvert","LRP366"
"901","N1",360.902,"LRP366",21.520666,92.0661667,"KmPost",NA,"N1",360.902,21.520666,92.0661667,"KmPost","LRP366a"
"902","N1",361.457,"LRP366a",21.5161111,92.068166,"Culvert",NA,"N1",361.457,21.5161111,92.068166,"Culvert","LRP366b"
"903","N1",361.881,"LRP366b",21.5126944,92.0698604,"Culvert",NA,"N1",361.881,21.5126944,92.0698604,"Culvert","LRP367"
"904","N1",361.908,"LRP367",21.5125556,92.0699438,"KmPost",NA,"N1",361.908,21.5125556,92.0699438,"KmPost","LRP367a"
"905","N1",362.42,"LRP367a",21.5083889,92.0717493,"Culvert",NA,"N1",362.42,21.5083889,92.0717493,"Culvert","LRP367b"
"906","N1",362.624,"LRP367b",21.5069722,92.072916,"Culvert",NA,"N1",362.624,21.5069722,92.072916,"Culvert","LRP368"
"907","N1",362.908,"LRP368",21.505,92.0745549,"KmPost",NA,"N1",362.908,21.505,92.0745549,"KmPost","LRP368a"
"908","N1",363.819,"LRP368a",21.4974719,92.0765549,"Culvert",NA,"N1",363.819,21.4974719,92.0765549,"Culvert","LRP369"
"909","N1",363.908,"LRP369",21.4968608,92.0769438,"KmPost",NA,"N1",363.908,21.4968608,92.0769438,"KmPost","LRP369a"
"910","N1",363.956,"LRP369a",21.4964441,92.077166,"Culvert",NA,"N1",363.956,21.4964441,92.077166,"Culvert","LRP370"
"911","N1",364.861,"LRP370",21.4901941,92.0818049,"KmPost",NA,"N1",364.861,21.4901941,92.0818049,"KmPost","LRP371"
"912","N1",365.847,"LRP371",21.4870274,92.0898052,"KmPost",NA,"N1",365.847,21.4870274,92.0898052,"KmPost","LRP371a"
"913","N1",366.121,"LRP371a",21.4851386,92.091333,"Culvert",NA,"N1",366.121,21.4851386,92.091333,"Culvert","LRP372"
"914","N1",366.821,"LRP372",21.4793604,92.0938886,"KmPost",NA,"N1",366.821,21.4793604,92.0938886,"KmPost","LRP372a"
"915","N1",367.179,"LRP372a",21.4767771,92.0957497,"Culvert",NA,"N1",367.179,21.4767771,92.0957497,"Culvert","LRP372b"
"916","N1",367.429,"LRP372b",21.4750549,92.0971663,"Culvert",NA,"N1",367.429,21.4750549,92.0971663,"Culvert","LRP373"
"917","N1",367.951,"LRP373",21.4713604,92.0997497,"KmPost",NA,"N1",367.951,21.4713604,92.0997497,"KmPost","LRP373a"
"918","N1",367.972,"LRP373a",21.4712216,92.0998886,"Bridge",NA,"N1",367.972,21.4712216,92.0998886,"Bridge","LRP373b"
"919","N1",368.031,"LRP373b",21.4708049,92.1002222,"Bridge",NA,"N1",368.031,21.4708049,92.1002222,"Bridge","LRP373c"
"920","N1",368.565,"LRP373c",21.4667216,92.1025,"Culvert",NA,"N1",368.565,21.4667216,92.1025,"Culvert","LRP374"
"921","N1",368.932,"LRP374",21.4635833,92.1029167,"KmPost",NA,"N1",368.932,21.4635833,92.1029167,"KmPost","LRP375"
"922","N1",369.901,"LRP375",21.4564722,92.1038056,"KmPost",NA,"N1",369.901,21.4564722,92.1038056,"KmPost","LRP375a"
"923","N1",370.281,"LRP375a",21.4545,92.10075,"Culvert",NA,"N1",370.281,21.4545,92.10075,"Culvert","LRP375b"
"924","N1",370.703,"LRP375b",21.4512778,92.0994441,"Culvert",NA,"N1",370.703,21.4512778,92.0994441,"Culvert","LRP376"
"925","N1",370.925,"LRP376",21.4496108,92.0994997,"KmPost",NA,"N1",370.925,21.4496108,92.0994997,"KmPost","LRP376a"
"926","N1",370.982,"LRP376a",21.4494719,92.0995274,"SideRoad,Left",NA,"N1",370.982,21.4494719,92.0995274,"SideRoad,Left","LRP376b"
"927","N1",371.58,"LRP376b",21.443833,92.1014167,"Culvert",NA,"N1",371.58,21.443833,92.1014167,"Culvert","LRP376c"
"928","N1",371.804,"LRP376c",21.4421663,92.1008611,"Bridge",NA,"N1",371.804,21.4421663,92.1008611,"Bridge","LRP376d"
"929","N1",371.86,"LRP376d",21.4417497,92.1006667,"Bridge",NA,"N1",371.86,21.4417497,92.1006667,"Bridge","LRP377"
"930","N1",371.922,"LRP377",21.4413608,92.1003611,"KmPost",NA,"N1",371.922,21.4413608,92.1003611,"KmPost","LRP377a"
"931","N1",372.389,"LRP377a",21.4375552,92.0984997,"Culvert",NA,"N1",372.389,21.4375552,92.0984997,"Culvert","LRP377b"
"932","N1",372.733,"LRP377b",21.434583,92.0973886,"Culvert",NA,"N1",372.733,21.434583,92.0973886,"Culvert","LRP378"
"933","N1",372.882,"LRP378",21.4334441,92.0969997,"KmPost",NA,"N1",372.882,21.4334441,92.0969997,"KmPost","LRP378a"
"934","N1",373.167,"LRP378a",21.4310271,92.0961941,"Culvert",NA,"N1",373.167,21.4310271,92.0961941,"Culvert","LRP378b"
"935","N1",373.396,"LRP378b",21.4290271,92.0954997,"Culvert",NA,"N1",373.396,21.4290271,92.0954997,"Culvert","LRP378c"
"936","N1",373.475,"LRP378c",21.4284993,92.0951941,"SideRoad,Left",NA,"N1",373.475,21.4284993,92.0951941,"SideRoad,Left","LRP378d"
"937","N1",373.588,"LRP378d",21.4283604,92.0941663,"Culvert",NA,"N1",373.588,21.4283604,92.0941663,"Culvert","LRP379"
"938","N1",373.872,"LRP379",21.4281104,92.0914719,"KmPost",NA,"N1",373.872,21.4281104,92.0914719,"KmPost","LRP379a"
"939","N1",374.063,"LRP379a",21.427916,92.0896108,"Bridge",NA,"N1",374.063,21.427916,92.0896108,"Bridge","LRP379b"
"940","N1",374.088,"LRP379b",21.4278882,92.0893886,"Bridge",NA,"N1",374.088,21.4278882,92.0893886,"Bridge","LRP379c"
"941","N1",374.649,"LRP379c",21.4271104,92.084083,"Culvert",NA,"N1",374.649,21.4271104,92.084083,"Culvert","LRP380"
"942","N1",374.856,"LRP380",21.4269716,92.0821104,"KmPost",NA,"N1",374.856,21.4269716,92.0821104,"KmPost","LRP380a"
"943","N1",375.032,"LRP380a",21.4267771,92.0804716,"Culvert",NA,"N1",375.032,21.4267771,92.0804716,"Culvert","LRP380b"
"944","N1",375.416,"LRP380b",21.4264716,92.0767771,"Culvert",NA,"N1",375.416,21.4264716,92.0767771,"Culvert","LRP381"
"945","N1",375.82,"LRP381",21.4267216,92.0730827,"KmPost",NA,"N1",375.82,21.4267216,92.0730827,"KmPost","LRP381a"
"946","N1",376.081,"LRP381a",21.427416,92.0707216,"Culvert",NA,"N1",376.081,21.427416,92.0707216,"Culvert","LRP382"
"947","N1",376.82,"LRP382",21.4276938,92.0643611,"KmPost",NA,"N1",376.82,21.4276938,92.0643611,"KmPost","LRP382a"
"948","N1",376.951,"LRP382a",21.4270827,92.0632778,"Culvert",NA,"N1",376.951,21.4270827,92.0632778,"Culvert","LRP382b"
"949","N1",377.214,"LRP382b",21.4273327,92.0608333,"Culvert",NA,"N1",377.214,21.4273327,92.0608333,"Culvert","LRP382c"
"950","N1",377.551,"LRP382c",21.4278882,92.0576667,"Culvert",NA,"N1",377.551,21.4278882,92.0576667,"Culvert","LRP382d"
"951","N1",377.789,"LRP382d",21.4280549,92.0554167,"Culvert",NA,"N1",377.789,21.4280549,92.0554167,"Culvert","LRP383"
"952","N1",377.818,"LRP383",21.4280827,92.0551389,"KmPost",NA,"N1",377.818,21.4280827,92.0551389,"KmPost","LRP383a"
"953","N1",378.05,"LRP383a",21.4280549,92.0529444,"Culvert",NA,"N1",378.05,21.4280549,92.0529444,"Culvert","LRP383b"
"954","N1",378.513,"LRP383b",21.4274993,92.0484441,"Bridge",NA,"N1",378.513,21.4274993,92.0484441,"Bridge","LRP383c"
"955","N1",378.531,"LRP383c",21.4275271,92.0483886,"Bridge",NA,"N1",378.531,21.4275271,92.0483886,"Bridge","LRP384"
"956","N1",378.803,"LRP384",21.4287771,92.0461941,"KmPost",NA,"N1",378.803,21.4287771,92.0461941,"KmPost","LRP384a"
"957","N1",379.037,"LRP384a",21.4295549,92.044083,"Culvert",NA,"N1",379.037,21.4295549,92.044083,"Culvert","LRP384b"
"958","N1",379.537,"LRP384b",21.4298049,92.0392774,"Culvert",NA,"N1",379.537,21.4298049,92.0392774,"Culvert","LRP385"
"959","N1",379.791,"LRP385",21.4296938,92.0368608,"KmPost",NA,"N1",379.791,21.4296938,92.0368608,"KmPost","LRP385a"
"960","N1",380.015,"LRP385a",21.4289716,92.0348608,"Culvert",NA,"N1",380.015,21.4289716,92.0348608,"Culvert","LRP385b"
"961","N1",380.377,"LRP385b",21.4294438,92.0316104,"Bridge",NA,"N1",380.377,21.4294438,92.0316104,"Bridge","LRP385c"
"962","N1",380.518,"LRP385c",21.4300827,92.0304716,"Bridge",NA,"N1",380.518,21.4300827,92.0304716,"Bridge","LRP385d"
"963","N1",380.651,"LRP385d",21.430416,92.0293049,"Culvert",NA,"N1",380.651,21.430416,92.0293049,"Culvert","LRP386"
"964","N1",380.757,"LRP386",21.430166,92.0283604,"KmPost",NA,"N1",380.757,21.430166,92.0283604,"KmPost","LRP386a"
"965","N1",380.803,"LRP386a",21.4298882,92.0279716,"Culvert",NA,"N1",380.803,21.4298882,92.0279716,"Culvert","LRP386b"
"966","N1",381.416,"LRP386b",21.4262493,92.0235827,"Culvert",NA,"N1",381.416,21.4262493,92.0235827,"Culvert","LRP386c"
"967","N1",381.481,"LRP386c",21.4258604,92.023166,"SideRoad,Right",NA,"N1",381.481,21.4258604,92.023166,"SideRoad,Right","LRP387"
"968","N1",381.494,"LRP387",21.4258049,92.0232493,"KmPost",NA,"N1",381.494,21.4258049,92.0232493,"KmPost","LRP387a"
"969","N1",382.076,"LRP387a",21.4225549,92.0274438,"Culvert",NA,"N1",382.076,21.4225549,92.0274438,"Culvert","LRP387b"
"970","N1",382.147,"LRP387b",21.4220827,92.0278604,"Culvert",NA,"N1",382.147,21.4220827,92.0278604,"Culvert","LRP388"
"971","N1",382.473,"LRP388",21.4199716,92.0302493,"KmPost",NA,"N1",382.473,21.4199716,92.0302493,"KmPost","LRP388a"
"972","N1",382.739,"LRP388a",21.4191104,92.032416,"Culvert",NA,"N1",382.739,21.4191104,92.032416,"Culvert","LRP388b"
"973","N1",383.188,"LRP388b",21.4165,92.0353052,"Culvert",NA,"N1",383.188,21.4165,92.0353052,"Culvert","LRP388c"
"974","N1",383.37,"LRP388c",21.4156389,92.0367219,"Culvert",NA,"N1",383.37,21.4156389,92.0367219,"Culvert","LRP389"
"975","N1",383.505,"LRP389",21.4150556,92.037833,"KmPost",NA,"N1",383.505,21.4150556,92.037833,"KmPost","LRP389a"
"976","N1",383.74,"LRP389a",21.4135833,92.0393886,"Culvert",NA,"N1",383.74,21.4135833,92.0393886,"Culvert","LRP389b"
"977","N1",384.107,"LRP389b",21.4120556,92.039583,"Culvert",NA,"N1",384.107,21.4120556,92.039583,"Culvert","LRP389c"
"978","N1",384.279,"LRP389c",21.4115,92.0438052,"Bridge",NA,"N1",384.279,21.4115,92.0438052,"Bridge","LRP389d"
"979","N1",384.327,"LRP389d",21.4111667,92.0441108,"Bridge",NA,"N1",384.327,21.4111667,92.0441108,"Bridge","LRP389e"
"980","N1",384.49,"LRP389e",21.4103056,92.0453052,"Culvert",NA,"N1",384.49,21.4103056,92.0453052,"Culvert","LRP390"
"981","N1",384.547,"LRP390",21.4101111,92.0458052,"KmPost",NA,"N1",384.547,21.4101111,92.0458052,"KmPost","LRP390a"
"982","N1",384.79,"LRP390a",21.41025,92.0480552,"Culvert",NA,"N1",384.79,21.41025,92.0480552,"Culvert","LRP390b"
"983","N1",385.115,"LRP390b",21.4103333,92.0508333,"Culvert",NA,"N1",385.115,21.4103333,92.0508333,"Culvert","LRP390c"
"984","N1",385.388,"LRP390c",21.4094167,92.0531944,"Culvert",NA,"N1",385.388,21.4094167,92.0531944,"Culvert","LRP391"
"985","N1",385.568,"LRP391",21.4090833,92.05475,"KmPost",NA,"N1",385.568,21.4090833,92.05475,"KmPost","LRP391a"
"986","N1",385.778,"LRP391a",21.4079722,92.056,"Culvert",NA,"N1",385.778,21.4079722,92.056,"Culvert","LRP391b"
"987","N1",385.947,"LRP391b",21.4067222,92.0570556,"Culvert",NA,"N1",385.947,21.4067222,92.0570556,"Culvert","LRP391c"
"988","N1",386.24,"LRP391c",21.4058611,92.0594167,"Culvert",NA,"N1",386.24,21.4058611,92.0594167,"Culvert","LRP392"
"989","N1",386.508,"LRP392",21.4040556,92.0619722,"KmPost",NA,"N1",386.508,21.4040556,92.0619722,"KmPost","LRP392a"
"990","N1",386.665,"LRP392a",21.4039167,92.0628333,"Culvert",NA,"N1",386.665,21.4039167,92.0628333,"Culvert","LRP392b"
"991","N1",387.146,"LRP392b",21.4008889,92.0658611,"Culvert",NA,"N1",387.146,21.4008889,92.0658611,"Culvert","LRP392c"
"992","N1",387.409,"LRP392c",21.3986941,92.0665556,"Bridge",NA,"N1",387.409,21.3986941,92.0665556,"Bridge","LRP392d"
"993","N1",387.424,"LRP392d",21.398583,92.0665833,"Bridge",NA,"N1",387.424,21.398583,92.0665833,"Bridge","LRP392e"
"994","N1",387.59,"LRP392e",21.3971663,92.0668882,"Culvert",NA,"N1",387.59,21.3971663,92.0668882,"Culvert","LRP393"
"995","N1",387.609,"LRP393",21.3969719,92.066916,"KmPost",NA,"N1",387.609,21.3969719,92.066916,"KmPost","LRP393a"
"996","N1",388.044,"LRP393a",21.393333,92.068166,"Culvert",NA,"N1",388.044,21.393333,92.068166,"Culvert","LRP393b"
"997","N1",388.528,"LRP393b",21.3891108,92.0686938,"Bridge",NA,"N1",388.528,21.3891108,92.0686938,"Bridge","LRP393c"
"998","N1",388.546,"LRP393c",21.3889441,92.0688049,"Bridge",NA,"N1",388.546,21.3889441,92.0688049,"Bridge","LRP394"
"999","N1",388.603,"LRP394",21.3885274,92.0692771,"KmPost",NA,"N1",388.603,21.3885274,92.0692771,"KmPost","LRP394a"
"1000","N1",388.751,"LRP394a",21.3873052,92.0697771,"Culvert",NA,"N1",388.751,21.3873052,92.0697771,"Culvert","LRP394b"
"1001","N1",388.927,"LRP394b",21.3858886,92.0704438,"Culvert",NA,"N1",388.927,21.3858886,92.0704438,"Culvert","LRP394c"
"1002","N1",389.08,"LRP394c",21.384583,92.0704993,"Culvert",NA,"N1",389.08,21.384583,92.0704993,"Culvert","LRP394d"
"1003","N1",389.156,"LRP394d",21.3839441,92.0705827,"Culvert",NA,"N1",389.156,21.3839441,92.0705827,"Culvert","LRP394e"
"1004","N1",389.308,"LRP394e",21.3826938,92.0710271,"Culvert",NA,"N1",389.308,21.3826938,92.0710271,"Culvert","LRP394f"
"1005","N1",389.476,"LRP394f",21.3813049,92.0710827,"Culvert",NA,"N1",389.476,21.3813049,92.0710827,"Culvert","LRP394g"
"1006","N1",389.506,"LRP394g",21.3811104,92.0710827,"Culvert",NA,"N1",389.506,21.3811104,92.0710827,"Culvert","LRP395"
"1007","N1",389.685,"LRP395",21.3796104,92.0706104,"KmPost",NA,"N1",389.685,21.3796104,92.0706104,"KmPost","LRP395a"
"1008","N1",389.776,"LRP395a",21.378916,92.0703327,"Culvert",NA,"N1",389.776,21.378916,92.0703327,"Culvert","LRP395b"
"1009","N1",389.93,"LRP395b",21.3775827,92.0703604,"Culvert",NA,"N1",389.93,21.3775827,92.0703604,"Culvert","LRP395c"
"1010","N1",389.969,"LRP395c",21.3773882,92.0706104,"Culvert",NA,"N1",389.969,21.3773882,92.0706104,"Culvert","LRP395d"
"1011","N1",390.151,"LRP395d",21.3762216,92.0718049,"Culvert",NA,"N1",390.151,21.3762216,92.0718049,"Culvert","LRP395e"
"1012","N1",390.316,"LRP395e",21.3752493,92.0727771,"Culvert",NA,"N1",390.316,21.3752493,92.0727771,"Culvert","LRP395f"
"1013","N1",390.431,"LRP395f",21.3747771,92.0734993,"Culvert",NA,"N1",390.431,21.3747771,92.0734993,"Culvert","LRP395g"
"1014","N1",390.496,"LRP395g",21.3745549,92.0739716,"Culvert",NA,"N1",390.496,21.3745549,92.0739716,"Culvert","LRP395h"
"1015","N1",390.669,"LRP395h",21.3742493,92.0755271,"Culvert",NA,"N1",390.669,21.3742493,92.0755271,"Culvert","LRP396"
"1016","N1",390.685,"LRP396",21.3742493,92.0756938,"KmPost",NA,"N1",390.685,21.3742493,92.0756938,"KmPost","LRP396a"
"1017","N1",390.843,"LRP396a",21.3736938,92.0768327,"Culvert",NA,"N1",390.843,21.3736938,92.0768327,"Culvert","LRP396b"
"1018","N1",390.926,"LRP396b",21.3731938,92.0773327,"Culvert",NA,"N1",390.926,21.3731938,92.0773327,"Culvert","LRP396c"
"1019","N1",391.155,"LRP396c",21.3714993,92.0785549,"Culvert",NA,"N1",391.155,21.3714993,92.0785549,"Culvert","LRP396d"
"1020","N1",391.361,"LRP396d",21.3698327,92.0796104,"Culvert",NA,"N1",391.361,21.3698327,92.0796104,"Culvert","LRP396e"
"1021","N1",391.623,"LRP396e",21.3678882,92.0803327,"Culvert",NA,"N1",391.623,21.3678882,92.0803327,"Culvert","LRP396f"
"1022","N1",391.757,"LRP396f",21.3669438,92.0807771,"Culvert",NA,"N1",391.757,21.3669438,92.0807771,"Culvert","LRP397"
"1023","N1",391.841,"LRP397",21.3662778,92.0810549,"KmPost",NA,"N1",391.841,21.3662778,92.0810549,"KmPost","LRP397a"
"1024","N1",391.905,"LRP397a",21.3657222,92.0812771,"Culvert",NA,"N1",391.905,21.3657222,92.0812771,"Culvert","LRP397b"
"1025","N1",392.056,"LRP397b",21.3644167,92.081416,"Culvert",NA,"N1",392.056,21.3644167,92.081416,"Culvert","LRP397c"
"1026","N1",392.397,"LRP397c",21.3615,92.0806382,"Culvert",NA,"N1",392.397,21.3615,92.0806382,"Culvert","LRP397d"
"1027","N1",392.825,"LRP397d",21.3580833,92.0790271,"Culvert",NA,"N1",392.825,21.3580833,92.0790271,"Culvert","LRP398"
"1028","N1",392.869,"LRP398",21.35775,92.0790271,"KmPost",NA,"N1",392.869,21.35775,92.0790271,"KmPost","LRP398a"
"1029","N1",392.933,"LRP398a",21.3571944,92.0791104,"Culvert",NA,"N1",392.933,21.3571944,92.0791104,"Culvert","LRP398b"
"1030","N1",393.029,"LRP398b",21.3563333,92.0790827,"Culvert",NA,"N1",393.029,21.3563333,92.0790827,"Culvert","LRP398c"
"1031","N1",393.154,"LRP398c",21.35525,92.0790827,"Culvert",NA,"N1",393.154,21.35525,92.0790827,"Culvert","LRP398d"
"1032","N1",393.459,"LRP398d",21.3526667,92.0783327,"Culvert",NA,"N1",393.459,21.3526667,92.0783327,"Culvert","LRP399"
"1033","N1",393.876,"LRP399",21.3490552,92.0784716,"KmPost",NA,"N1",393.876,21.3490552,92.0784716,"KmPost","LRP399a"
"1034","N1",394.188,"LRP399a",21.3463608,92.0790271,"Bridge",NA,"N1",394.188,21.3463608,92.0790271,"Bridge","LRP399b"
"1035","N1",394.214,"LRP399b",21.3461386,92.0789993,"Bridge",NA,"N1",394.214,21.3461386,92.0789993,"Bridge","LRP399c"
"1036","N1",394.749,"LRP399c",21.3414997,92.0788327,"Culvert",NA,"N1",394.749,21.3414997,92.0788327,"Culvert","LRP400"
"1037","N1",394.872,"LRP400",21.3404997,92.0784993,"KmPost",NA,"N1",394.872,21.3404997,92.0784993,"KmPost","LRP400a"
"1038","N1",395.14,"LRP400a",21.3381941,92.078916,"Culvert",NA,"N1",395.14,21.3381941,92.078916,"Culvert","LRP400b"
"1039","N1",395.797,"LRP400b",21.3324716,92.0790827,"Culvert",NA,"N1",395.797,21.3324716,92.0790827,"Culvert","LRP401"
"1040","N1",395.961,"LRP401",21.3311104,92.0788604,"KmPost",NA,"N1",395.961,21.3311104,92.0788604,"KmPost","LRP401a"
"1041","N1",396.119,"LRP401a",21.3297771,92.0787771,"Bridge",NA,"N1",396.119,21.3297771,92.0787771,"Bridge","LRP401b"
"1042","N1",396.151,"LRP401b",21.3295271,92.0789438,"Bridge",NA,"N1",396.151,21.3295271,92.0789438,"Bridge","LRP402"
"1043","N1",396.98,"LRP402",21.324666,92.084583,"KmPost",NA,"N1",396.98,21.324666,92.084583,"KmPost","LRP402a"
"1044","N1",397.086,"LRP402a",21.3241104,92.085333,"Bridge",NA,"N1",397.086,21.3241104,92.085333,"Bridge","LRP402b"
"1045","N1",397.141,"LRP402b",21.3238049,92.0857219,"Bridge",NA,"N1",397.141,21.3238049,92.0857219,"Bridge","LRP402c"
"1046","N1",397.651,"LRP402c",21.3207493,92.0893052,"Culvert",NA,"N1",397.651,21.3207493,92.0893052,"Culvert","LRP403"
"1047","N1",397.988,"LRP403",21.3187493,92.0916108,"KmPost",NA,"N1",397.988,21.3187493,92.0916108,"KmPost","LRP403a"
"1048","N1",398.103,"LRP403a",21.3179438,92.0921663,"Bridge",NA,"N1",398.103,21.3179438,92.0921663,"Bridge","LRP403b"
"1049","N1",398.123,"LRP403b",21.3177771,92.0922497,"Bridge",NA,"N1",398.123,21.3177771,92.0922497,"Bridge","LRP403c"
"1050","N1",398.205,"LRP403c",21.317666,92.0930274,"SideRoad,Left",NA,"N1",398.205,21.317666,92.0930274,"SideRoad,Left","LRP403d"
"1051","N1",398.918,"LRP403d",21.3125,92.096333,"Bridge",NA,"N1",398.918,21.3125,92.096333,"Bridge","LRP403e"
"1052","N1",398.97,"LRP403e",21.3121944,92.0966941,"Bridge",NA,"N1",398.97,21.3121944,92.0966941,"Bridge","LRP404"
"1053","N1",398.994,"LRP404",21.3120278,92.0969163,"KmPost",NA,"N1",398.994,21.3120278,92.0969163,"KmPost","LRP404a"
"1054","N1",399.214,"LRP404a",21.3101667,92.0974997,"SideRoad,Left",NA,"N1",399.214,21.3101667,92.0974997,"SideRoad,Left","LRP404b"
"1055","N1",399.974,"LRP404b",21.3039722,92.0967497,"Culvert",NA,"N1",399.974,21.3039722,92.0967497,"Culvert","LRP405"
"1056","N1",399.997,"LRP405",21.3037778,92.0968052,"KmPost",NA,"N1",399.997,21.3037778,92.0968052,"KmPost","LRP405a"
"1057","N1",400.552,"LRP405a",21.2989441,92.0976108,"Culvert",NA,"N1",400.552,21.2989441,92.0976108,"Culvert","LRP405b"
"1058","N1",400.978,"LRP405b",21.2956386,92.0993886,"Bridge",NA,"N1",400.978,21.2956386,92.0993886,"Bridge","LRP405c"
"1059","N1",401.052,"LRP405c",21.2949997,92.0993886,"Bridge",NA,"N1",401.052,21.2949997,92.0993886,"Bridge","LRP406"
"1060","N1",401.06,"LRP406",21.2949163,92.0994163,"KmPost",NA,"N1",401.06,21.2949163,92.0994163,"KmPost","LRP407"
"1061","N1",402.024,"LRP407",21.2863608,92.1001667,"KmPost",NA,"N1",402.024,21.2863608,92.1001667,"KmPost","LRP407a"
"1062","N1",402.299,"LRP407a",21.2839441,92.1005278,"Culvert",NA,"N1",402.299,21.2839441,92.1005278,"Culvert","LRP407b"
"1063","N1",402.435,"LRP407b",21.2827775120805,92.1006798644295,"Bridge",NA,"N1",402.435,21.2827775120805,92.1006798644295,"Bridge","LRP407c"
"1064","N1",402.448,"LRP407c",21.282666,92.1006944,"Bridge",NA,"N1",402.448,21.282666,92.1006944,"Bridge","LRP407d"
"1065","N1",402.876,"LRP407d",21.2790827,92.1019722,"Culvert",NA,"N1",402.876,21.2790827,92.1019722,"Culvert","LRP408"
"1066","N1",403.044,"LRP408",21.277666,92.1026111,"KmPost",NA,"N1",403.044,21.277666,92.1026111,"KmPost","LRP409"
"1067","N1",404.04,"LRP409",21.2695827,92.1066111,"KmPost",NA,"N1",404.04,21.2695827,92.1066111,"KmPost","LRP409a"
"1068","N1",404.055,"LRP409a",21.2694716,92.1066667,"Culvert",NA,"N1",404.055,21.2694716,92.1066667,"Culvert","LRP409b"
"1069","N1",404.347,"LRP409b",21.2678604,92.1088333,"Bridge",NA,"N1",404.347,21.2678604,92.1088333,"Bridge","LRP409c"
"1070","N1",404.373,"LRP409c",21.2677493,92.109,"Bridge",NA,"N1",404.373,21.2677493,92.109,"Bridge","LRP409d"
"1071","N1",404.954,"LRP409d",21.2646111,92.1134444,"Culvert",NA,"N1",404.954,21.2646111,92.1134444,"Culvert","LRP410"
"1072","N1",405.044,"LRP410",21.2641111,92.1140833,"KmPost",NA,"N1",405.044,21.2641111,92.1140833,"KmPost","LRP410a"
