"","road.road","chainage.road","lrp","lat.road","lon.road","type.road","condition","road.bridge","chainage.bridge","lat.bridge","lon.bridge","type.bridge","destination"
"638","N1",266.28,"LRP270a",22.2820549,91.9986663,"Culvert",NA,"N1",266.28,22.2820549,91.9986663,"Culvert","LRP271"
"639","N1",267.205,"LRP271",22.2761938,92.0043889,"KmPost",NA,"N1",267.205,22.2761938,92.0043889,"KmPost","LRP271a"
"640","N1",267.419,"LRP271a",22.2745827,92.0053056,"Culvert",NA,"N1",267.419,22.2745827,92.0053056,"Culvert","LRP271b"
"641","N1",267.689,"LRP271b",22.2722493,92.0055278,"Culvert",NA,"N1",267.689,22.2722493,92.0055278,"Culvert","LRP272"
"642","N1",268.205,"LRP272",22.2676104,92.0058056,"KmPost",NA,"N1",268.205,22.2676104,92.0058056,"KmPost","LRP272a"
"643","N1",268.831,"LRP272a",22.2622222,92.0070556,"Bridge",NA,"N1",268.831,22.2622222,92.0070556,"Bridge","LRP272b"
"644","N1",268.845,"LRP272b",22.2621014556452,92.0070838258064,"Bridge",NA,"N1",268.845,22.2621014556452,92.0070838258064,"Bridge","LRP272c"
"645","N1",269.079,"LRP272c",22.2600833,92.0075556,"Culvert",NA,"N1",269.079,22.2600833,92.0075556,"Culvert","LRP273"
"646","N1",269.205,"LRP273",22.259,92.0081389,"KmPost",NA,"N1",269.205,22.259,92.0081389,"KmPost","LRP273a"
"647","N1",269.608,"LRP273a",22.2557222,92.0096111,"Culvert",NA,"N1",269.608,22.2557222,92.0096111,"Culvert","LRP273b"
"648","N1",269.876,"LRP273b",22.2538611,92.01125,"Culvert",NA,"N1",269.876,22.2538611,92.01125,"Culvert","LRP274"
"649","N1",270.205,"LRP274",22.2517222,92.0133333,"KmPost",NA,"N1",270.205,22.2517222,92.0133333,"KmPost","LRP274a"
"650","N1",270.548,"LRP274a",22.249333,92.0152778,"Culvert",NA,"N1",270.548,22.249333,92.0152778,"Culvert","LRP275"
"651","N1",271.205,"LRP275",22.2449997,92.019166,"KmPost",NA,"N1",271.205,22.2449997,92.019166,"KmPost","LRP275a"
"652","N1",271.807,"LRP275a",22.2410552,92.0215271,"Culvert",NA,"N1",271.807,22.2410552,92.0215271,"Culvert","LRP275b"
"653","N1",272.286,"LRP275b",22.2371941,92.0230549,"Culvert",NA,"N1",272.286,22.2371941,92.0230549,"Culvert","LRP276"
"654","N1",272.425,"LRP276",22.236083,92.0234716,"KmPost",NA,"N1",272.425,22.236083,92.0234716,"KmPost","LRP276a"
"655","N1",272.81,"LRP276a",22.2327771,92.0245549,"Culvert",NA,"N1",272.81,22.2327771,92.0245549,"Culvert","LRP276b"
"656","N1",272.989,"LRP276b",22.2316938,92.0248882,"Bridge",NA,"N1",272.989,22.2316938,92.0248882,"Bridge","LRP276c"
"657","N1",273.003,"LRP276c",22.2315827,92.0249438,"Bridge",NA,"N1",273.003,22.2315827,92.0249438,"Bridge","LRP277"
"658","N1",273.219,"LRP277",22.227916,92.0258882,"KmPost",NA,"N1",273.219,22.227916,92.0258882,"KmPost","LRP277a"
"659","N1",273.231,"LRP277a",22.2278882,92.025916,"Bridge",NA,"N1",273.231,22.2278882,92.025916,"Bridge","LRP277b"
"660","N1",273.243,"LRP277b",22.2277771,92.0259438,"Bridge",NA,"N1",273.243,22.2277771,92.0259438,"Bridge","LRP277c"
"661","N1",273.68,"LRP277c",22.2240271,92.0270827,"Culvert",NA,"N1",273.68,22.2240271,92.0270827,"Culvert","LRP278"
"662","N1",274.219,"LRP278",22.2192493,92.0278882,"KmPost",NA,"N1",274.219,22.2192493,92.0278882,"KmPost","LRP278a"
"663","N1",274.467,"LRP278a",22.2170549,92.0281382,"Culvert",NA,"N1",274.467,22.2170549,92.0281382,"Culvert","LRP278b"
"664","N1",274.982,"LRP278b",22.2131389,92.0304993,"SideRoad,Left",NA,"N1",274.982,22.2131389,92.0304993,"SideRoad,Left","LRP279"
"665","N1",275.219,"LRP279",22.2116111,92.0318049,"KmPost",NA,"N1",275.219,22.2116111,92.0318049,"KmPost","LRP279a"
"666","N1",275.761,"LRP279a",22.2084444,92.0356663,"Bridge",NA,"N1",275.761,22.2084444,92.0356663,"Bridge","LRP279b"
"667","N1",275.816,"LRP279b",22.2080278,92.0357774,"Bridge",NA,"N1",275.816,22.2080278,92.0357774,"Bridge","LRP279c"
"668","N1",276.102,"LRP279c",22.2059444,92.0370274,"Bridge",NA,"N1",276.102,22.2059444,92.0370274,"Bridge","LRP279d"
"669","N1",276.114,"LRP279d",22.2058889,92.0371386,"Bridge",NA,"N1",276.114,22.2058889,92.0371386,"Bridge","LRP280"
"670","N1",276.219,"LRP280",22.2054167,92.0380274,"KmPost",NA,"N1",276.219,22.2054167,92.0380274,"KmPost","LRP281"
"671","N1",277.313,"LRP281",22.1977774,92.0433886,"KmPost",NA,"N1",277.313,22.1977774,92.0433886,"KmPost","LRP281a"
"672","N1",278.013,"LRP281a",22.1917219,92.0453608,"SideRoad,Right",NA,"N1",278.013,22.1917219,92.0453608,"SideRoad,Right","LRP282"
"673","N1",278.326,"LRP282",22.1897497,92.046583,"KmPost",NA,"N1",278.326,22.1897497,92.046583,"KmPost","LRP283"
"674","N1",279.339,"LRP283",22.1822771,92.0513889,"KmPost",NA,"N1",279.339,22.1822771,92.0513889,"KmPost","LRP283a"
"675","N1",280.16,"LRP283a",22.1750827,92.0528611,"Culvert",NA,"N1",280.16,22.1750827,92.0528611,"Culvert","LRP284"
"676","N1",280.339,"LRP284",22.1735827,92.0534167,"KmPost",NA,"N1",280.339,22.1735827,92.0534167,"KmPost","LRP285"
"677","N1",281.339,"LRP285",22.1652222,92.0548889,"KmPost",NA,"N1",281.339,22.1652222,92.0548889,"KmPost","LRP286"
"678","N1",282.339,"LRP286",22.1629722,92.0641944,"KmPost",NA,"N1",282.339,22.1629722,92.0641944,"KmPost","LRP286a"
"679","N1",282.854,"LRP286a",22.1596667,92.0674716,"Bridge",NA,"N1",282.854,22.1596667,92.0674716,"Bridge","LRP286b"
"680","N1",283.071,"LRP286b",22.1580556,92.0686104,"Bridge",NA,"N1",283.071,22.1580556,92.0686104,"Bridge","LRP287"
"681","N1",283.339,"LRP287",22.156,92.0701104,"KmPost",NA,"N1",283.339,22.156,92.0701104,"KmPost","LRP287a"
"682","N1",284.003,"LRP287a",22.1509722,92.0696938,"Bridge",NA,"N1",284.003,22.1509722,92.0696938,"Bridge","LRP287b"
"683","N1",284.012,"LRP287b",22.1508889,92.069666,"Bridge",NA,"N1",284.012,22.1508889,92.069666,"Bridge","LRP288"
"684","N1",284.218,"LRP288",22.1491386,92.0696104,"KmPost",NA,"N1",284.218,22.1491386,92.0696104,"KmPost","LRP289"
"685","N1",285.169,"LRP289",22.1406663,92.0697771,"KmPost",NA,"N1",285.169,22.1406663,92.0697771,"KmPost","LRP289a"
"686","N1",285.472,"LRP289a",22.1379163,92.0698882,"Culvert",NA,"N1",285.472,22.1379163,92.0698882,"Culvert","LRP289b"
"687","N1",285.973,"LRP289b",22.1334441,92.0700827,"Culvert",NA,"N1",285.973,22.1334441,92.0700827,"Culvert","LRP290"
"688","N1",286.134,"LRP290",22.1320549,92.0701938,"KmPost",NA,"N1",286.134,22.1320549,92.0701938,"KmPost","LRP290a"
"689","N1",286.253,"LRP290a",22.1308049,92.070416,"Bridge",NA,"N1",286.253,22.1308049,92.070416,"Bridge","LRP290b"
"690","N1",286.314,"LRP290b",22.1304716,92.0704993,"Bridge",NA,"N1",286.314,22.1304716,92.0704993,"Bridge","LRP290c"
"691","N1",286.538,"LRP290c",22.1285271,92.0708604,"Bridge",NA,"N1",286.538,22.1285271,92.0708604,"Bridge","LRP290d"
"692","N1",286.569,"LRP290d",22.1282771,92.070916,"Bridge",NA,"N1",286.569,22.1282771,92.070916,"Bridge","LRP291"
"693","N1",287.054,"LRP291",22.1240271,92.0715827,"KmPost",NA,"N1",287.054,22.1240271,92.0715827,"KmPost","LRP291a"
"694","N1",287.064,"LRP291a",22.123666,92.0716382,"Culvert",NA,"N1",287.064,22.123666,92.0716382,"Culvert","LRP291b"
"695","N1",287.453,"LRP291b",22.1208049,92.0719438,"Culvert",NA,"N1",287.453,22.1208049,92.0719438,"Culvert","LRP292"
"696","N1",288.054,"LRP292",22.1151944,92.072416,"KmPost",NA,"N1",288.054,22.1151944,92.072416,"KmPost","LRP292a"
"697","N1",288.336,"LRP292a",22.1133056,92.0726938,"Culvert",NA,"N1",288.336,22.1133056,92.0726938,"Culvert","LRP293"
"698","N1",289.054,"LRP293",22.1062222,92.0738049,"KmPost",NA,"N1",289.054,22.1062222,92.0738049,"KmPost","LRP293a"
"699","N1",289.612,"LRP293a",22.1021667,92.0740549,"SideRoad,Left",NA,"N1",289.612,22.1021667,92.0740549,"SideRoad,Left","LRP293b"
"700","N1",289.724,"LRP293b",22.0993052,92.0743604,"Culvert",NA,"N1",289.724,22.0993052,92.0743604,"Culvert","LRP293c"
"701","N1",289.974,"LRP293c",22.0977497,92.0750271,"SideRoad,Right",NA,"N1",289.974,22.0977497,92.0750271,"SideRoad,Right","LRP294"
"702","N1",290.004,"LRP294",22.097583,92.0752216,"KmPost",NA,"N1",290.004,22.097583,92.0752216,"KmPost","LRP294a"
"703","N1",290.616,"LRP294a",22.0942219,92.0798604,"Culvert",NA,"N1",290.616,22.0942219,92.0798604,"Culvert","LRP295"
"704","N1",290.838,"LRP295",22.092833,92.0812493,"KmPost",NA,"N1",290.838,22.092833,92.0812493,"KmPost","LRP296"
"705","N1",291.794,"LRP296",22.0876941,92.088583,"KmPost",NA,"N1",291.794,22.0876941,92.088583,"KmPost","LRP296a"
"706","N1",292.34,"LRP296a",22.0844441,92.0924997,"Culvert",NA,"N1",292.34,22.0844441,92.0924997,"Culvert","LRP297"
"707","N1",292.758,"LRP297",22.0826104,92.0958886,"KmPost",NA,"N1",292.758,22.0826104,92.0958886,"KmPost","LRP297a"
"708","N1",293.058,"LRP297a",22.081166,92.0982774,"Culvert",NA,"N1",293.058,22.081166,92.0982774,"Culvert","LRP298"
"709","N1",293.758,"LRP298",22.0752216,92.1001944,"KmPost",NA,"N1",293.758,22.0752216,92.1001944,"KmPost","LRP298a"
"710","N1",294.462,"LRP298a",22.0699438,92.1038333,"Bridge",NA,"N1",294.462,22.0699438,92.1038333,"Bridge","LRP298b"
"711","N1",294.495,"LRP298b",22.0698049,92.104,"Bridge",NA,"N1",294.495,22.0698049,92.104,"Bridge","LRP299"
"712","N1",294.672,"LRP299",22.0686938,92.10525,"KmPost",NA,"N1",294.672,22.0686938,92.10525,"KmPost","LRP299a"
"713","N1",295.238,"LRP299a",22.0641667,92.107,"Bridge",NA,"N1",295.238,22.0641667,92.107,"Bridge","LRP299b"
"714","N1",295.283,"LRP299b",22.0638611,92.1070833,"Bridge",NA,"N1",295.283,22.0638611,92.1070833,"Bridge","LRP299c"
"715","N1",295.663,"LRP299c",22.0605556,92.1078056,"Culvert",NA,"N1",295.663,22.0605556,92.1078056,"Culvert","LRP300"
"716","N1",295.672,"LRP300",22.0604722,92.1078611,"KmPost",NA,"N1",295.672,22.0604722,92.1078611,"KmPost","LRP300a"
"717","N1",296.095,"LRP300a",22.0568611,92.1090833,"Culvert",NA,"N1",296.095,22.0568611,92.1090833,"Culvert","LRP300b"
"718","N1",296.61,"LRP300b",22.0522778,92.1091111,"Culvert",NA,"N1",296.61,22.0522778,92.1091111,"Culvert","LRP301"
"719","N1",296.672,"LRP301",22.0516944,92.1090278,"KmPost",NA,"N1",296.672,22.0516944,92.1090278,"KmPost","LRP301a"
"720","N1",297.002,"LRP301a",22.0486386,92.1082222,"Culvert",NA,"N1",297.002,22.0486386,92.1082222,"Culvert","LRP301b"
"721","N1",297.441,"LRP301b",22.0449719,92.1078333,"SideRoad,Left",NA,"N1",297.441,22.0449719,92.1078333,"SideRoad,Left","LRP301c"
"722","N1",297.536,"LRP301c",22.0443052,92.1073056,"Culvert",NA,"N1",297.536,22.0443052,92.1073056,"Culvert","LRP302"
"723","N1",297.672,"LRP302",22.0434441,92.1063056,"KmPost",NA,"N1",297.672,22.0434441,92.1063056,"KmPost","LRP302a"
"724","N1",298.367,"LRP302a",22.0379163,92.104,"Culvert",NA,"N1",298.367,22.0379163,92.104,"Culvert","LRP303"
"725","N1",298.464,"LRP303",22.037083,92.1039722,"KmPost",NA,"N1",298.464,22.037083,92.1039722,"KmPost","LRP303a"
"726","N1",299.031,"LRP303a",22.0320827,92.1041667,"Culvert",NA,"N1",299.031,22.0320827,92.1041667,"Culvert","LRP303b"
"727","N1",299.409,"LRP303b",22.028916,92.1035556,"Bridge",NA,"N1",299.409,22.028916,92.1035556,"Bridge","LRP304"
"728","N1",299.464,"LRP304",22.0284438,92.1032778,"KmPost",NA,"N1",299.464,22.0284438,92.1032778,"KmPost","LRP304a"
"729","N1",299.483,"LRP304a",22.0283327,92.1031944,"Bridge",NA,"N1",299.483,22.0283327,92.1031944,"Bridge","LRP305"
"730","N1",300.382,"LRP305",22.020666,92.1015556,"KmPost",NA,"N1",300.382,22.020666,92.1015556,"KmPost","LRP305a"
"731","N1",300.396,"LRP305a",22.0205549,92.1015,"Culvert",NA,"N1",300.396,22.0205549,92.1015,"Culvert","LRP306"
"732","N1",301.319,"LRP306",22.0153056,92.094833,"KmPost",NA,"N1",301.319,22.0153056,92.094833,"KmPost","LRP306a"
"733","N1",302.249,"LRP306a",22.0077222,92.0927497,"Culvert",NA,"N1",302.249,22.0077222,92.0927497,"Culvert","LRP307"
"734","N1",302.298,"LRP307",22.0074167,92.0924997,"KmPost",NA,"N1",302.298,22.0074167,92.0924997,"KmPost","LRP307a"
"735","N1",302.763,"LRP307a",22.0039167,92.0904163,"Culvert",NA,"N1",302.763,22.0039167,92.0904163,"Culvert","LRP307b"
"736","N1",303.303,"LRP307b",21.9999441,92.0880274,"Culvert",NA,"N1",303.303,21.9999441,92.0880274,"Culvert","LRP308"
"737","N1",303.319,"LRP308",21.999833,92.0879997,"KmPost",NA,"N1",303.319,21.999833,92.0879997,"KmPost","LRP308a"
"738","N1",303.866,"LRP308a",21.9951108,92.0873608,"Culvert",NA,"N1",303.866,21.9951108,92.0873608,"Culvert","LRP308b"
"739","N1",303.883,"LRP308b",21.9950552,92.0872774,"Culvert",NA,"N1",303.883,21.9950552,92.0872774,"Culvert","LRP308c"
"740","N1",304.317,"LRP308c",21.9913886,92.086083,"Bridge",NA,"N1",304.317,21.9913886,92.086083,"Bridge","LRP308d"
"741","N1",304.377,"LRP308d",21.9908886,92.0859163,"Bridge",NA,"N1",304.377,21.9908886,92.0859163,"Bridge","LRP309"
"742","N1",304.396,"LRP309",21.9907219,92.0858608,"KmPost",NA,"N1",304.396,21.9907219,92.0858608,"KmPost","LRP309a"
"743","N1",304.556,"LRP309a",21.9893886,92.085333,"Culvert",NA,"N1",304.556,21.9893886,92.085333,"Culvert","LRP309b"
"744","N1",304.962,"LRP309b",21.9862219,92.0835274,"Bridge",NA,"N1",304.962,21.9862219,92.0835274,"Bridge","LRP309c"
"745","N1",304.986,"LRP309c",21.9860552,92.0834441,"Bridge",NA,"N1",304.986,21.9860552,92.0834441,"Bridge","LRP310"
"746","N1",305.375,"LRP310",21.9829716,92.0817771,"KmPost",NA,"N1",305.375,21.9829716,92.0817771,"KmPost","LRP310a"
"747","N1",305.64,"LRP310a",21.9811104,92.0800271,"Bridge",NA,"N1",305.64,21.9811104,92.0800271,"Bridge","LRP310b"
"748","N1",305.665,"LRP310b",21.9810549,92.0799438,"Bridge",NA,"N1",305.665,21.9810549,92.0799438,"Bridge","LRP310c"
"749","N1",305.919,"LRP310c",21.9798882,92.0778327,"Culvert",NA,"N1",305.919,21.9798882,92.0778327,"Culvert","LRP310d"
"750","N1",306.261,"LRP310d",21.9789716,92.0747493,"Culvert",NA,"N1",306.261,21.9789716,92.0747493,"Culvert","LRP311"
"751","N1",306.394,"LRP311",21.9781104,92.0739993,"KmPost",NA,"N1",306.394,21.9781104,92.0739993,"KmPost","LRP312"
"752","N1",307.411,"LRP312",21.9729438,92.0670827,"KmPost",NA,"N1",307.411,21.9729438,92.0670827,"KmPost","LRP312a"
"753","N1",307.582,"LRP312a",21.9720827,92.0657222,"SideRoad,Right",NA,"N1",307.582,21.9720827,92.0657222,"SideRoad,Right","LRP312b"
"754","N1",308.146,"LRP312b",21.967666,92.0635,"Culvert",NA,"N1",308.146,21.967666,92.0635,"Culvert","LRP313"
"755","N1",308.411,"LRP313",21.9654167,92.0625556,"KmPost",NA,"N1",308.411,21.9654167,92.0625556,"KmPost","LRP313a"
"756","N1",308.666,"LRP313a",21.9620278,92.0633611,"Bridge",NA,"N1",308.666,21.9620278,92.0633611,"Bridge","LRP313b"
"757","N1",308.687,"LRP313b",21.9618611,92.0634444,"Bridge",NA,"N1",308.687,21.9618611,92.0634444,"Bridge","LRP313c"
"758","N1",309.059,"LRP313c",21.9590833,92.0653889,"Culvert",NA,"N1",309.059,21.9590833,92.0653889,"Culvert","LRP314"
"759","N1",309.411,"LRP314",21.9578333,92.0665833,"KmPost",NA,"N1",309.411,21.9578333,92.0665833,"KmPost","LRP314a"
"760","N1",309.496,"LRP314a",21.9569167,92.0673327,"Culvert",NA,"N1",309.496,21.9569167,92.0673327,"Culvert","LRP314b"
"761","N1",310.017,"LRP314b",21.9516111,92.0678604,"Bridge",NA,"N1",310.017,21.9516111,92.0678604,"Bridge","LRP314c"
"762","N1",310.038,"LRP314c",21.9514444,92.0678604,"Bridge",NA,"N1",310.038,21.9514444,92.0678604,"Bridge","LRP315"
"763","N1",310.341,"LRP315",21.9489441,92.0675271,"KmPost",NA,"N1",310.341,21.9489441,92.0675271,"KmPost","LRP315a"
"764","N1",310.802,"LRP315a",21.9446663,92.0668049,"Culvert",NA,"N1",310.802,21.9446663,92.0668049,"Culvert","LRP316"
"765","N1",311.341,"LRP316",21.940583,92.0643889,"KmPost",NA,"N1",311.341,21.940583,92.0643889,"KmPost","LRP316a"
"766","N1",311.956,"LRP316a",21.9354441,92.0623056,"Culvert",NA,"N1",311.956,21.9354441,92.0623056,"Culvert","LRP316b"
"767","N1",312.209,"LRP316b",21.9333608,92.0614167,"Culvert",NA,"N1",312.209,21.9333608,92.0614167,"Culvert","LRP317"
"768","N1",312.366,"LRP317",21.9322216,92.06075,"KmPost",NA,"N1",312.366,21.9322216,92.06075,"KmPost","LRP317a"
"769","N1",312.444,"LRP317a",21.931666,92.0603611,"Culvert",NA,"N1",312.444,21.931666,92.0603611,"Culvert","LRP317b"
"770","N1",312.708,"LRP317b",21.9296104,92.0592778,"Culvert",NA,"N1",312.708,21.9296104,92.0592778,"Culvert","LRP318"
"771","N1",313.381,"LRP318",21.9235827,92.0585,"KmPost / KmPost",NA,"N1",313.381,21.9235827,92.0585,"KmPost / KmPost","LRP318a"
"772","N1",313.966,"LRP318a",21.9177216,92.0597778,"Culvert",NA,"N1",313.966,21.9177216,92.0597778,"Culvert","LRP318b"
"773","N1",314.269,"LRP318b",21.9160833,92.0601389,"Culvert",NA,"N1",314.269,21.9160833,92.0601389,"Culvert","LRP319"
"774","N1",314.416,"LRP319",21.9148333,92.0604722,"KmPost",NA,"N1",314.416,21.9148333,92.0604722,"KmPost","LRP319a"
"775","N1",314.639,"LRP319a",21.9128611,92.0606667,"Culvert",NA,"N1",314.639,21.9128611,92.0606667,"Culvert","LRP319b"
"776","N1",315.15,"LRP319b",21.9083889,92.0605278,"Culvert",NA,"N1",315.15,21.9083889,92.0605278,"Culvert","LRP320"
"777","N1",315.42,"LRP320",21.9059444,92.0609167,"KmPost",NA,"N1",315.42,21.9059444,92.0609167,"KmPost","LRP320a"
"778","N1",315.728,"LRP320a",21.9031667,92.0611667,"SideRoad,Left",NA,"N1",315.728,21.9031667,92.0611667,"SideRoad,Left","LRP321"
"779","N1",316.293,"LRP321",21.8969997,92.0612222,"KmPost",NA,"N1",316.293,21.8969997,92.0612222,"KmPost","LRP321a"
"780","N1",316.356,"LRP321a",21.896467933011,92.0610868457182,"SideRoad,Right",NA,"N1",316.356,21.896467933011,92.0610868457182,"SideRoad,Right","LRP321b"
"781","N1",317.017,"LRP321b",21.8908886,92.0596667,"Culvert",NA,"N1",317.017,21.8908886,92.0596667,"Culvert","LRP322"
"782","N1",317.299,"LRP322",21.8883886,92.0600833,"KmPost",NA,"N1",317.299,21.8883886,92.0600833,"KmPost","LRP322a"
"783","N1",318.132,"LRP322a",21.8810271,92.0589722,"Culvert",NA,"N1",318.132,21.8810271,92.0589722,"Culvert","LRP323"
"784","N1",318.311,"LRP323",21.879416,92.0590833,"KmPost",NA,"N1",318.311,21.879416,92.0590833,"KmPost","LRP323a"
"785","N1",318.819,"LRP323a",21.874916,92.0591111,"Culvert",NA,"N1",318.819,21.874916,92.0591111,"Culvert","LRP324"
"786","N1",319.32,"LRP324",21.8704993,92.0591389,"KmPost",NA,"N1",319.32,21.8704993,92.0591389,"KmPost","LRP324a"
"787","N1",320.227,"LRP324a",21.8625,92.0595,"Culvert",NA,"N1",320.227,21.8625,92.0595,"Culvert","LRP325"
"788","N1",320.32,"LRP325",21.8616389,92.0596111,"KmPost",NA,"N1",320.32,21.8616389,92.0596111,"KmPost","LRP325a"
"789","N1",320.542,"LRP325a",21.8597222,92.0602778,"Bridge",NA,"N1",320.542,21.8597222,92.0602778,"Bridge","LRP325b"
"790","N1",320.601,"LRP325b",21.8592222,92.0604444,"Bridge",NA,"N1",320.601,21.8592222,92.0604444,"Bridge","LRP326"
"791","N1",321.325,"LRP326",21.85275,92.0609722,"KmPost",NA,"N1",321.325,21.85275,92.0609722,"KmPost","LRP326a"
"792","N1",321.346,"LRP326a",21.8526111,92.0609722,"Culvert",NA,"N1",321.346,21.8526111,92.0609722,"Culvert","LRP326b"
"793","N1",321.575,"LRP326b",21.8505,92.0609444,"Culvert",NA,"N1",321.575,21.8505,92.0609444,"Culvert","LRP327"
"794","N1",322.34,"LRP327",21.8441386,92.0628056,"KmPost",NA,"N1",322.34,21.8441386,92.0628056,"KmPost","LRP327a"
"795","N1",322.553,"LRP327a",21.842583,92.0638611,"Culvert",NA,"N1",322.553,21.842583,92.0638611,"Culvert","LRP327b"
"796","N1",322.875,"LRP327b",21.8399719,92.0651389,"Culvert",NA,"N1",322.875,21.8399719,92.0651389,"Culvert","LRP328"
"797","N1",323.357,"LRP328",21.8363052,92.067416,"KmPost",NA,"N1",323.357,21.8363052,92.067416,"KmPost","LRP328a"
"798","N1",323.671,"LRP328a",21.8336663,92.0684438,"Culvert",NA,"N1",323.671,21.8336663,92.0684438,"Culvert","LRP328b"
"799","N1",323.842,"LRP328b",21.8322216,92.0689993,"SideRoad,Right",NA,"N1",323.842,21.8322216,92.0689993,"SideRoad,Right","LRP329"
"800","N1",324.324,"LRP329",21.8280827,92.0712771,"KmPost",NA,"N1",324.324,21.8280827,92.0712771,"KmPost","LRP329a"
"801","N1",324.618,"LRP329a",21.8256938,92.0723882,"Bridge",NA,"N1",324.618,21.8256938,92.0723882,"Bridge","LRP329b"
"802","N1",324.666,"LRP329b",21.8252771,92.0725549,"Bridge",NA,"N1",324.666,21.8252771,92.0725549,"Bridge","LRP329c"
"803","N1",325.183,"LRP329c",21.8208882,92.0741104,"Culvert",NA,"N1",325.183,21.8208882,92.0741104,"Culvert","LRP330"
"804","N1",325.332,"LRP330",21.8195271,92.0741382,"KmPost",NA,"N1",325.332,21.8195271,92.0741382,"KmPost","LRP330a"
"805","N1",325.513,"LRP330a",21.8179716,92.073916,"Culvert",NA,"N1",325.513,21.8179716,92.073916,"Culvert","LRP331"
"806","N1",326.344,"LRP331",21.8119444,92.0776382,"KmPost",NA,"N1",326.344,21.8119444,92.0776382,"KmPost","LRP331a"
"807","N1",327.188,"LRP331a",21.8045278,92.077166,"SideRoad,Right",NA,"N1",327.188,21.8045278,92.077166,"SideRoad,Right","LRP331b"
"808","N1",327.344,"LRP331b",21.8031389,92.0772493,"Bridge",NA,"N1",327.344,21.8031389,92.0772493,"Bridge","LRP331c"
"809","N1",327.359,"LRP331c",21.8030278,92.0772771,"Bridge",NA,"N1",327.359,21.8030278,92.0772771,"Bridge","LRP332"
"810","N1",327.369,"LRP332",21.8029167,92.0772771,"KmPost",NA,"N1",327.369,21.8029167,92.0772771,"KmPost","LRP333"
"811","N1",328.362,"LRP333",21.7941941,92.0783882,"KmPost",NA,"N1",328.362,21.7941941,92.0783882,"KmPost","LRP333a"
"812","N1",329.137,"LRP333a",21.7873886,92.0788882,"Culvert",NA,"N1",329.137,21.7873886,92.0788882,"Culvert","LRP333b"
"813","N1",329.237,"LRP333b",21.7864997,92.0790271,"Culvert",NA,"N1",329.237,21.7864997,92.0790271,"Culvert","LRP334"
"814","N1",329.375,"LRP334",21.7853052,92.079166,"KmPost",NA,"N1",329.375,21.7853052,92.079166,"KmPost","LRP334a"
"815","N1",329.555,"LRP334a",21.7836941,92.0792771,"Culvert",NA,"N1",329.555,21.7836941,92.0792771,"Culvert","LRP335"
"816","N1",330.374,"LRP335",21.7782493,92.0840552,"KmPost",NA,"N1",330.374,21.7782493,92.0840552,"KmPost","LRP335a"
"817","N1",330.454,"LRP335a",21.7776382,92.0843886,"Culvert",NA,"N1",330.454,21.7776382,92.0843886,"Culvert","LRP335b"
"818","N1",330.679,"LRP335b",21.7758049,92.0851108,"Culvert",NA,"N1",330.679,21.7758049,92.0851108,"Culvert","LRP335c"
"819","N1",330.874,"LRP335c",21.7737216,92.0840552,"CrossRoad",NA,"N1",330.874,21.7737216,92.0840552,"CrossRoad","LRP335d"
"820","N1",331.009,"LRP335d",21.7732771,92.0837219,"Culvert",NA,"N1",331.009,21.7732771,92.0837219,"Culvert","LRP336"
"821","N1",331.302,"LRP336",21.7713049,92.0818327,"KmPost",NA,"N1",331.302,21.7713049,92.0818327,"KmPost","LRP336a"
"822","N1",331.326,"LRP336a",21.7711938,92.0816382,"Bridge",NA,"N1",331.326,21.7711938,92.0816382,"Bridge","LRP336b"
"823","N1",331.637,"LRP336b",21.7693327,92.079416,"Bridge",NA,"N1",331.637,21.7693327,92.079416,"Bridge","LRP336c"
